home_club_id,home_club_position,home_club_goals,home_club_manager_name,home_club_name,game_id
3,4,3,Peter StÃ¶ger,1.FC KÃ¶ln,2704308
39,8,4,Martin Schmidt,1.FSV Mainz 05,2704334
44,3,0,PÃ¡l DÃ¡rdai,Hertha BSC,2704428
27,1,3,Carlo Ancelotti,Bayern Munich,2704452
167,10,3,Manuel Baum,FC Augsburg,2704503
533,4,5,Julian Nagelsmann,TSG 1899 Hoffenheim,2704558
18,10,0,Dieter Hecking,Borussia MÃ¶nchengladbach,2704579
86,13,3,Alexander Nouri,SV Werder Bremen,2704584
41,14,2,Markus Gisdol,Hamburger SV,2704591
44,5,2,PÃ¡l DÃ¡rdai,Hertha BSC,2704625
3,7,2,Peter StÃ¶ger,1.FC KÃ¶ln,2704626
105,18,3,Torsten Frings,SV Darmstadt 98,2704674
23826,2,0,Ralph HasenhÃ¼ttl,RB Leipzig,2704676
44,6,1,PÃ¡l DÃ¡rdai,Hertha BSC,2704680
533,4,0,Julian Nagelsmann,TSG 1899 Hoffenheim,2704711
968,15,1,Bob Peeters,KVC Westerlo,2705365
8838,6,1,Sergiy Lavrynenko,Zirka Kropyvnytskyi,2713042
23611,5,4,Roman Sanzhar,Olimpik Donetsk,2713052
4482,11,1,Vitaliy Kvartsyanyi,Volyn Lutsk,2716661
339,12,2,Dmytro Mykhaylenko,Dnipro Dnipropetrovsk (-2020),2716680
472,1,5,Quique SetiÃ©n,UD Las Palmas,2718722
150,12,2,Gustavo Poyet,Real Betis BalompiÃ©,2718743
131,4,4,Luis Enrique,FC Barcelona,2718787
1533,8,0,JosÃ© Luis Mendilibar,SD Eibar,2718849
150,13,1,VÃ­ctor SÃ¡nchez,Real Betis BalompiÃ©,2718901
897,16,0,Gaizka Garitano,Deportivo de La CoruÃ±a,2718935
621,8,3,Ernesto Valverde,Athletic Bilbao,2718943
1084,15,1,Marcelo Romero,MÃ¡laga CF,2718952
897,16,0,Pepe Mel,Deportivo de La CoruÃ±a,2718987
714,9,2,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2718990
150,14,0,VÃ­ctor SÃ¡nchez,Real Betis BalompiÃ©,2718999
16795,19,1,Lucas Alcaraz,Granada CF,2719017
621,6,5,Ernesto Valverde,Athletic Bilbao,2719019
1050,5,2,Fran EscribÃ¡,Villarreal CF,2719031
2448,18,2,Rubi,Sporting GijÃ³n,2719080
897,16,3,Pepe Mel,Deportivo de La CoruÃ±a,2719082
19771,7,1,Cihat Arslan,Akhisarspor,2720746
8024,10,2,Lito Vidigal,FC Arouca,2720759
2420,10,1,Pedro Martins,VitÃ³ria GuimarÃ£es SC,2720790
2425,6,3,LuÃ­s Castro,Rio Ave FC,2720849
7179,18,1,Petit,CD Tondela,2720870
8024,10,2,Lito Vidigal,FC Arouca,2720921
68608,12,0,Quim Machado,CF Os Belenenses,2720922
2503,9,1,Miguel Leal,Boavista FC,2721023
6890,1,2,Abdullah Avci,Basaksehir FK,2722629
11282,16,0,HÃ¼seyin Kalpar,Alanyaspor,2722658
20,4,2,Hamza Hamzaoglu,Bursaspor,2722672
1506,7,0,Igor Tudor,Kardemir KarabÃ¼kspor,2722676
19771,12,1,Tolunay Kafkas,Akhisarspor,2722696
6,17,2,Serhat Galimane,Adanaspor,2722722
3205,16,2,Ertugrul Secme,Kayserispor,2722730
11282,14,2,HÃ¼seyin Kalpar,Alanyaspor,2722741
19771,14,1,Tolunay Kafkas,Akhisarspor,2722804
449,5,2,Ersun Yanal,Trabzonspor,2722811
820,7,2,Ãœmit Ã–zat,Genclerbirligi Ankara,2722838
126,16,6,Hikmet Karaman,Caykur Rizespor,2722857
1506,11,1,Zoran Barisic,Kardemir KarabÃ¼kspor,2722859
126,16,2,Hikmet Karaman,Caykur Rizespor,2722878
2944,13,1,Hamza Hamzaoglu,Ankaraspor,2722883
6890,2,2,Abdullah Avci,Basaksehir FK,2722885
6,18,1,EyÃ¼p Arin,Adanaspor,2722892
141,4,2,Igor Tudor,Galatasaray,2722893
1090,,1,John van den Brom,AZ Alkmaar,2725241
14589,15,0,Robert Evdokimov,FK Orenburg,2725454
14589,15,1,Robert Evdokimov,FK Orenburg,2725464
12,3,3,Luciano Spalletti,AS Roma,2725500
506,1,2,Massimiliano Allegri,Juventus FC,2726547
506,1,4,Massimiliano Allegri,Juventus FC,2726567
252,8,1,Ivan Juric,Genoa CFC,2726585
6195,4,3,Maurizio Sarri,SSC Napoli,2726618
46,9,2,Stefano Pioli,Inter Milan,2726628
46,7,3,Stefano Pioli,Inter Milan,2726648
458,19,0,Eugenio Corini,Palermo FC,2726676
6195,3,2,Maurizio Sarri,SSC Napoli,2726707
416,9,5,SiniÅ¡a MihajloviÄ‡,Torino FC,2726710
800,5,1,Gian Piero Gasperini,Atalanta BC,2726714
12,2,1,Luciano Spalletti,AS Roma,2726739
410,11,1,Luigi Delneri,Udinese Calcio,2726813
43,3,2,Robbie Neilson,Heart of Midlothian FC,2728525
2578,4,2,Tommy Wright,St. Johnstone FC,2728531
124,4,3,Mark Warburton,Rangers FC,2728542
2553,9,0,Lee Clark,Kilmarnock FC,2728549
124,2,2,Mark Warburton,Rangers FC,2728569
2759,6,3,Jim McIntyre,Ross County FC,2728623
339,12,0,Dmytro Mykhaylenko,Dnipro Dnipropetrovsk (-2020),2731797
157,3,4,Hein Vanhaezebrouck,KAA Gent,2732072
58,5,2,RenÃ© Weiler,RSC Anderlecht,2732079
3508,1,1,Francky Dury,SV Zulte Waregem,2732081
29228,15,1,Glen De Boeck,Royal Excel Mouscron (-2022),2732101
968,16,1,Jacky Mathijssen,KVC Westerlo,2732102
2282,9,3,Michel Preud'homme,Club Brugge KV,2732103
1184,10,1,Peter Maes,KRC Genk,2732130
354,10,2,Yannick Ferrera,KV Mechelen,2732165
498,10,0,RÃºnar Kristinsson,KSC Lokeren (- 2020),2732231
29228,16,3,Mircea Rednic,Royal Excel Mouscron (-2022),2732242
58,1,4,RenÃ© Weiler,RSC Anderlecht,2732249
29228,16,1,Mircea Rednic,Royal Excel Mouscron (-2022),2732254
2861,4,1,Yves Vanderhaeghe,KV Oostende,2732264
498,13,1,RÃºnar Kristinsson,KSC Lokeren (- 2020),2732269
347,16,1,Philippe Hinschberger,FC Metz,2735510
40,7,3,Jocelyn Gourvennec,FC Girondins Bordeaux,2735532
1162,16,0,Patrice Garande,SM Caen,2735539
1420,12,3,StÃ©phane Moulin,Angers SCO,2735547
2969,18,0,Olivier Dall'Oglio,Dijon FCO,2735556
618,7,2,Christophe Galtier,AS Saint-Ã‰tienne,2735562
2969,17,0,Olivier Dall'Oglio,Dijon FCO,2735575
1162,16,0,Patrice Garande,SM Caen,2735600
1158,17,1,Bernard Casoni,FC Lorient,2735633
162,,1,Leonardo Jardim,AS Monaco,2740479
252,,3,Ivan Juric,Genoa CFC,2744435
206,,1,Alexander Zorniger,BrÃ¶ndby IF,2752310
2410,2,1,Leonid Slutski,CSKA Moscow,2758373
2696,15,2,Frank Vercauteren,Krylya Sovetov Samara,2758382
964,1,4,Mircea Lucescu,Zenit St. Petersburg,2758386
128,14,0,Razvan Lucescu,AO Xanthi,2758517
36,,2,Dick Advocaat,Fenerbahce,2758725
41201,,0,Andrey Talalaev,PFK Tambov (-2021),2759000
232,2,1,Massimo Carrera,Spartak Moscow,2763806
683,,3,Paulo Bento,Olympiacos Piraeus,2764425
2079,15,0,Thomas Grafas,Veria NPS,2764485
6418,11,1,Giannis Matzourakis,Panetolikos GFS,2764487
2671,2,1,Giannis Petrakis,PAS Giannina,2764489
6418,10,2,Giannis Matzourakis,Panetolikos GFS,2764494
21957,6,2,Georgios Paraschos,AO Platanias,2764499
21957,8,1,Georgios Paraschos,AO Platanias,2764514
2441,5,4,JosÃ© Morais,AEK Athens,2764523
265,,0,Marinos Ouzounidis,Panathinaikos Athens,2765932
2700,,4,Pavel Vrba,Anzhi Makhachkala ( -2022),2766090
16795,,1,Lucas Alcaraz,Granada CF,2767511
331,,2,JoaquÃ­n CaparrÃ³s,CA Osasuna,2767525
472,,2,Quique SetiÃ©n,UD Las Palmas,2767537
6912,,1,Ricardo Soares,FC Vizela,2768400
932,11,4,Yuri Semin,Lokomotiv Moscow,2771349
940,,0,Eduardo Berizzo,Celta de Vigo,2805660
1090,,1,John van den Brom,AZ Alkmaar,2805666
724,,6,Robert Molenaar,FC Volendam,2808477
2700,11,0,Aleksandr Grigoryan,Anzhi Makhachkala ( -2022),2813599
2079,14,1,Thomas Grafas,Veria NPS,2814032
13,,1,Diego Simeone,AtlÃ©tico de Madrid,2818307
5219,10,1,Michalis Grigoriou,AOK Kerkyra,2818516
128,6,1,Razvan Lucescu,AO Xanthi,2818530
2441,5,2,Manolo JimÃ©nez,AEK Athens,2818579
2672,15,0,Dimitrios Farantos,APO Levadiakos,2818600
631,,1,Antonio Conte,Chelsea FC,2827655
157,,2,Hein Vanhaezebrouck,KAA Gent,2831523
4128,7,1,Gadzhi Gadzhiev,Amkar Perm,2842031
338,2,4,Sergiy Rebrov,Dynamo Kyiv,2844525
8838,9,1,Roman Monarev,Zirka Kropyvnytskyi,2846717
2759,8,4,Jim McIntyre,Ross County FC,2847123
28095,9,0,Sergey Semak,FK Ufa,2847865
2698,10,0,Javi Gracia,Rubin Kazan,2847876
14589,13,1,Robert Evdokimov,FK Orenburg,2847892
14589,11,2,Robert Evdokimov,FK Orenburg,2847916
2861,14,0,Yves Vanderhaeghe,KV Oostende,2864883
234,6,2,Giovanni van Bronckhorst,Feyenoord Rotterdam,2864913
403,14,1,Erwin van de Looi,Willem II Tilburg,2864914
610,3,3,Marcel Keizer,Ajax Amsterdam,2865021
798,13,0,Mitchell van der Gaag,Excelsior Rotterdam,2865022
499,5,1,Henk Fraser,Vitesse Arnhem,2865033
610,2,4,Marcel Keizer,Ajax Amsterdam,2865068
798,7,1,Mitchell van der Gaag,Excelsior Rotterdam,2865096
192,18,0,Robert Molenaar,Roda JC Kerkrade,2865131
1268,11,0,Alfons Groenendijk,ADO Den Haag,2867371
798,11,1,Mitchell van der Gaag,Excelsior Rotterdam,2867398
234,6,1,Giovanni van Bronckhorst,Feyenoord Rotterdam,2867590
44,11,1,PÃ¡l DÃ¡rdai,Hertha BSC,2871504
33,5,1,Domenico Tedesco,FC Schalke 04,2871650
23826,6,1,Ralph HasenhÃ¼ttl,RB Leipzig,2871756
86,14,1,Florian Kohfeldt,SV Werder Bremen,2871758
39,16,0,Sandro Schwarz,1.FSV Mainz 05,2871797
39,10,3,Sandro Schwarz,1.FSV Mainz 05,2871815
16,3,1,Peter StÃ¶ger,Borussia Dortmund,2871827
167,10,1,Manuel Baum,FC Augsburg,2871833
3,18,3,Stefan Ruthenbeck,1.FC KÃ¶ln,2871937
42,13,2,AndrÃ© Breitenreiter,Hannover 96,2872051
44,9,2,PÃ¡l DÃ¡rdai,Hertha BSC,2872063
86,12,1,Florian Kohfeldt,SV Werder Bremen,2872064
18,9,3,Dieter Hecking,Borussia MÃ¶nchengladbach,2872092
23826,6,1,Ralph HasenhÃ¼ttl,RB Leipzig,2872106
985,1,4,JosÃ© Mourinho,Manchester United,2872120
2288,15,0,Paul Clement,Swansea City,2872132
180,7,3,Mauricio Pellegrino,Southampton FC,2872134
281,2,5,Pep Guardiola,Manchester City,2872150
379,15,1,Slaven Bilic,West Ham United,2872184
180,11,2,Mauricio Pellegrino,Southampton FC,2872191
29,18,2,Ronald Koeman,Everton FC,2872196
762,7,1,Rafael BenÃ­tez,Newcastle United,2872199
11,5,2,ArsÃ¨ne Wenger,Arsenal FC,2872206
281,1,3,Pep Guardiola,Manchester City,2872218
379,18,1,David Moyes,West Ham United,2872244
2288,19,1,Paul Clement,Swansea City,2872272
379,19,0,David Moyes,West Ham United,2872280
631,3,1,Antonio Conte,Chelsea FC,2872288
29,9,3,Sam Allardyce,Everton FC,2872289
989,14,2,Eddie Howe,AFC Bournemouth,2872315
1010,10,1,Marco Silva,Watford FC,2872323
1110,14,1,David Wagner,Huddersfield Town,2872338
984,20,1,Alan Pardew,West Bromwich Albion,2872413
762,10,0,Rafael BenÃ­tez,Newcastle United,2872470
29,8,1,Sam Allardyce,Everton FC,2872479
40426,14,0,Dmitriy Parfenov,FC Tosno (-2018),2873130
2698,10,1,Kurban Berdyev,Rubin Kazan,2873167
2700,15,1,Aleksandr Grigoryan,Anzhi Makhachkala ( -2022),2873171
2698,6,6,Kurban Berdyev,Rubin Kazan,2873180
1083,3,0,Leonid Kuchuk,FK Rostov,2873183
5817,4,3,Claus NÃ¶rgaard,SÃ¶nderjyskE,2875112
369,12,1,David Nielsen,Lyngby BK,2875114
678,11,1,Glen Riddersholm,Aarhus GF,2875135
173,8,1,Kent Nielsen,Odense Boldklub,2875214
369,12,1,Thomas NÃ¶rgaard,Lyngby BK,2875222
865,2,0,Jess Thorup,FC Midtjylland,2875243
202,13,3,Ernest Faber,FC Groningen,2877291
317,16,0,Gertjan Verbeek,Twente Enschede FC,2877322
202,13,0,Ernest Faber,FC Groningen,2877346
499,7,1,Henk Fraser,Vitesse Arnhem,2877812
2740,11,0,Vasyl Sachko,Vorskla Poltava,2882233
589,15,2,Riza Calimbay,Antalyaspor,2883670
2425,6,0,Miguel Cardoso,Rio Ave FC,2883755
10484,5,3,Murat Duman,Kasimpasa,2883856
2381,16,0,Samet Aybaba,Sivasspor,2883857
3205,4,2,Marius Sumudica,Kayserispor,2883899
19771,12,0,Okan Buruk,Akhisarspor,2883965
6890,1,4,Abdullah Avci,Basaksehir FK,2883967
2381,8,1,Samet Aybaba,Sivasspor,2883979
10484,11,3,Kemal Ã–zdes,Kasimpasa,2883982
141,2,2,Fatih Terim,Galatasaray,2883992
1467,7,1,Tamer Tuna,GÃ¶ztepe,2883993
449,6,0,Riza Calimbay,Trabzonspor,2883996
589,15,3,Hamza Hamzaoglu,Antalyaspor,2883997
820,13,3,Ãœmit Ã–zat,Genclerbirligi Ankara,2884017
20,11,1,Paul Le Guen,Bursaspor,2884039
19771,10,1,Okan Buruk,Akhisarspor,2884043
2293,17,2,Sergen Yalcin,Konyaspor,2884052
1506,18,0,Levent AcikgÃ¶z,Kardemir KarabÃ¼kspor,2884057
2293,16,5,Sergen Yalcin,Konyaspor,2884069
2293,14,2,Sergen Yalcin,Konyaspor,2884091
10484,9,1,Kemal Ã–zdes,Kasimpasa,2884098
2995,15,1,JoÃ£o Henriques,FC PaÃ§os de Ferreira,2884441
294,1,2,Rui VitÃ³ria,SL Benfica,2884482
3329,,1,Dito,FC FamalicÃ£o,2885391
1426,12,0,Maurice Steijn,VVV-Venlo,2888368
468,17,2,Dick Advocaat,Sparta Rotterdam,2888415
1095,12,1,Jean-Louis Garcia,ESTAC Troyes,2890520
128,9,0,Milan Rastavac,AO Xanthi,2891479
128,5,2,Milan Rastavac,AO Xanthi,2891496
6418,11,3,Makis Chavos,Panetolikos GFS,2891497
3060,1,0,Damir Canadi,Atromitos Athens,2891500
683,6,5,Takis Lemonis,Olympiacos Piraeus,2891501
2672,8,3,JosÃ© Anigo,APO Levadiakos,2891551
5219,15,2,Giannis Matzourakis,AOK Kerkyra,2891565
683,3,1,Ã“scar GarcÃ­a,Olympiacos Piraeus,2891584
2441,1,3,Manolo JimÃ©nez,AEK Athens,2891604
441,13,3,Georgios Paraschos,Apollon Smyrnis,2891605
16247,11,0,Nikolay Kostov,PFK Stal Kamyanske (-2018),2894318
2671,4,0,Giannis Petrakis,PAS Giannina,2894738
46,1,3,Luciano Spalletti,Inter Milan,2897162
4083,18,0,Davide Nicola,FC Crotone,2897189
506,2,1,Massimiliano Allegri,Juventus FC,2897204
4083,15,2,Davide Nicola,FC Crotone,2897259
46,4,1,Luciano Spalletti,Inter Milan,2897274
46,4,1,Luciano Spalletti,Inter Milan,2897305
276,19,1,Fabio Pecchia,Hellas Verona,2897400
416,10,1,SiniÅ¡a MihajloviÄ‡,Torino FC,2897465
416,10,1,Walter Mazzarri,Torino FC,2897493
430,9,3,Stefano Pioli,ACF Fiorentina,2897512
1390,18,0,Diego LÃ³pez,Cagliari Calcio,2897523
252,18,1,Davide Ballardini,Genoa CFC,2897559
12321,9,2,Pablo MachÃ­n,Girona FC,2899567
714,16,2,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2899579
1108,20,0,Luis ZubeldÃ­a,Deportivo AlavÃ©s,2899580
1084,19,3,Michel,MÃ¡laga CF,2899607
12321,17,1,Pablo MachÃ­n,Girona FC,2899623
897,16,1,Pepe Mel,Deportivo de La CoruÃ±a,2899635
714,10,1,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2899641
714,13,1,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2899669
897,17,1,CristÃ³bal Parralo,Deportivo de La CoruÃ±a,2899678
131,1,2,Ernesto Valverde,FC Barcelona,2899684
472,20,1,Paco JÃ©mez,UD Las Palmas,2899716
940,9,2,Juan Carlos UnzuÃ©,Celta de Vigo,2899773
1049,4,1,Marcelino,Valencia CF,2899852
1049,4,0,Marcelino,Valencia CF,2899885
621,14,1,Cuco Ziganda,Athletic Bilbao,2899890
1049,4,3,Marcelino,Valencia CF,2899902
13,2,2,Diego Simeone,AtlÃ©tico de Madrid,2899921
244,5,1,Rudi Garcia,Olympique Marseille,2901017
417,11,2,Lucien Favre,OGC Nice,2901020
40,3,3,Jocelyn Gourvennec,FC Girondins Bordeaux,2901140
583,1,6,Unai Emery,Paris Saint-Germain,2901321
2553,12,0,Lee McCulloch,Kilmarnock FC,2903740
2999,9,3,Martin Canning,Hamilton Academical FC,2903809
2578,8,0,Tommy Wright,St. Johnstone FC,2903818
1082,19,2,Marcelo Bielsa,LOSC Lille,2903930
1041,6,3,Bruno GÃ©nÃ©sio,Olympique Lyon,2903931
969,11,2,Michel Der Zakarian,Montpellier HSC,2903932
618,6,0,Ã“scar GarcÃ­a,AS Saint-Ã‰tienne,2903943
244,5,2,Rudi Garcia,Olympique Marseille,2903945
417,,0,Lucien Favre,OGC Nice,2905727
58,,0,NicolÃ¡s Frutos,RSC Anderlecht,2917384
506,,2,Massimiliano Allegri,Juventus FC,2917388
234,,1,Giovanni van Bronckhorst,Feyenoord Rotterdam,2917400
12,,3,Eusebio Di Francesco,AS Roma,2917410
10690,,2,Yuriy Vernydub,Zorya Lugansk,2919839
533,,3,Julian Nagelsmann,TSG 1899 Hoffenheim,2919853
499,,1,Henk Fraser,Vitesse Arnhem,2919920
798,,1,Mitchell van der Gaag,Excelsior Rotterdam,2920498
4128,16,0,Gadzhi Gadzhiev,Amkar Perm,2921332
1083,7,0,Leonid Kuchuk,FK Rostov,2921352
4128,11,3,Gadzhi Gadzhiev,Amkar Perm,2921354
3725,5,1,Oleg Kononov,Akhmat Grozny,2921355
3725,9,1,Oleg Kononov,Akhmat Grozny,2921364
121,13,2,Dmitri Khokhlov,Dynamo Moscow,2921365
3725,8,1,Mikhail Galaktionov,Akhmat Grozny,2921398
4128,12,1,Gadzhi Gadzhiev,Amkar Perm,2921400
16704,5,3,Igor Shalimov,FK Krasnodar,2921426
232,3,3,Massimo Carrera,Spartak Moscow,2921436
157,14,0,Hein Vanhaezebrouck,KAA Gent,2924596
403,,2,Erwin van de Looi,Willem II Tilburg,2928260
150,,3,Quique SetiÃ©n,Real Betis BalompiÃ©,2929837
472,,2,Pako AyestarÃ¡n,UD Las Palmas,2929849
58,3,0,Hein Vanhaezebrouck,RSC Anderlecht,2933531
3508,10,0,Francky Dury,SV Zulte Waregem,2933538
2698,,1,Kurban Berdyev,Rubin Kazan,2933610
273,10,1,Christian Gourcuff,Stade Rennais FC,2942660
995,5,1,Claudio Ranieri,FC Nantes,2942713
273,7,1,Sabri Lamouchi,Stade Rennais FC,2942729
40,15,0,Jocelyn Gourvennec,FC Girondins Bordeaux,2942734
1420,19,2,StÃ©phane Moulin,Angers SCO,2942739
618,9,2,Jean-Louis Gasset,AS Saint-Ã‰tienne,2942841
2969,11,1,Olivier Dall'Oglio,Dijon FCO,2942850
1095,19,2,Jean-Louis Garcia,ESTAC Troyes,2942870
618,6,2,Jean-Louis Gasset,AS Saint-Ã‰tienne,2942880
995,9,1,Claudio Ranieri,FC Nantes,2942884
1416,12,2,Christophe PÃ©lissier,Amiens SC,2942918
1184,9,1,Albert Stuivenberg,KRC Genk,2958586
29228,8,2,Mircea Rednic,Royal Excel Mouscron (-2022),2958617
660,,4,Paulo Fonseca,Shakhtar Donetsk,2974453
18105,,1,,PFK Lviv,2974454
506,,2,Massimiliano Allegri,Juventus FC,2977436
21957,,0,JosÃ© Manuel Roca,AO Platanias,2978671
6676,,0,Savvas Pantelidis,Asteras Tripolis,2978672
128,,2,Milan Rastavac,AO Xanthi,2978686
1244,,1,Asier Garitano,CD LeganÃ©s,2978835
131,,5,Ernesto Valverde,FC Barcelona,2978841
232,,1,Massimo Carrera,Spartak Moscow,2982075
23826,,0,Ralph HasenhÃ¼ttl,RB Leipzig,2982094
1050,,0,Javier Calleja,Villarreal CF,2982096
40426,13,0,Dmitriy Parfenov,FC Tosno (-2018),2982773
6195,,1,Maurizio Sarri,SSC Napoli,2985406
2553,5,3,Steve Clarke,Kilmarnock FC,2986438
370,2,1,Derek McInnes,Aberdeen FC,2986474
371,1,3,Brendan Rodgers,Celtic FC,2986481
511,10,1,Neil McCann,Dundee FC,2986482
1049,,0,Marcelino,Valencia CF,2993262
3690,16,0,Sergey Perednya,SKA Khabarovsk,3027737
11,,1,ArsÃ¨ne Wenger,Arsenal FC,3030589
964,5,6,Roberto Mancini,Zenit St. Petersburg,3031058
583,1,3,Thomas Tuchel,Paris Saint-Germain,3047459
1041,6,4,Bruno GÃ©nÃ©sio,Olympique Lyon,3047514
618,4,2,Jean-Louis Gasset,AS Saint-Ã‰tienne,3047539
855,20,1,Antoine KombouarÃ©,EA Guingamp,3047544
162,18,1,Leonardo Jardim,AS Monaco,3047547
583,1,5,Thomas Tuchel,Paris Saint-Germain,3047549
1041,5,2,Bruno GÃ©nÃ©sio,Olympique Lyon,3047553
417,9,1,Patrick Vieira,OGC Nice,3047576
969,3,0,Michel Der Zakarian,Montpellier HSC,3047616
1160,6,1,Bernard Blaquart,NÃ®mes Olympique,3047655
995,12,2,Vahid Halilhodzic,FC Nantes,3047695
40,12,1,Eric Bedouet,FC Girondins Bordeaux,3047701
162,19,0,Thierry Henry,AS Monaco,3047703
244,7,1,Rudi Garcia,Olympique Marseille,3047734
1082,2,4,Christophe Galtier,LOSC Lille,3047744
1160,11,1,Bernard Blaquart,NÃ®mes Olympique,3047747
1421,8,2,David Guion,Stade Reims,3047748
855,20,0,Jocelyn Gourvennec,EA Guingamp,3047753
273,9,1,Julien StÃ©phan,Stade Rennais FC,3047778
1162,20,0,Fabien Mercadal,SM Caen,3047830
1162,18,1,Fabien Mercadal,SM Caen,3047853
244,6,1,Rudi Garcia,Olympique Marseille,3047855
1421,9,0,David Guion,Stade Reims,3047867
1160,8,1,Bernard Blaquart,NÃ®mes Olympique,3047877
180,17,1,Mark Hughes,Southampton FC,3050194
379,20,0,Manuel Pellegrini,West Ham United,3050206
931,15,1,Slavisa Jokanovic,Fulham FC,3050222
11,5,1,Unai Emery,Arsenal FC,3050267
762,14,2,Rafael BenÃ­tez,Newcastle United,3050285
29,7,2,Marco Silva,Everton FC,3050322
1110,19,1,David Wagner,Huddersfield Town,3050342
11,5,4,Unai Emery,Arsenal FC,3050357
989,12,3,Eddie Howe,AFC Bournemouth,3050358
873,14,2,Roy Hodgson,Crystal Palace,3050401
11,4,5,Unai Emery,Arsenal FC,3050437
1003,8,2,Brendan Rodgers,Leicester City,3050491
762,14,2,Rafael BenÃ­tez,Newcastle United,3050558
4,14,1,Michael KÃ¶llner,1.FC Nuremberg,3058495
39,10,1,Sandro Schwarz,1.FSV Mainz 05,3058521
38,18,0,Friedhelm Funkel,Fortuna DÃ¼sseldorf,3058530
44,6,1,PÃ¡l DÃ¡rdai,Hertha BSC,3058536
86,10,4,Florian Kohfeldt,SV Werder Bremen,3058598
533,8,3,Julian Nagelsmann,TSG 1899 Hoffenheim,3058604
24,7,1,Adi HÃ¼tter,Eintracht Frankfurt,3058607
167,15,2,Manuel Baum,FC Augsburg,3058636
27,1,6,Niko Kovac,Bayern Munich,3058639
44,11,1,PÃ¡l DÃ¡rdai,Hertha BSC,3058671
24,4,1,Adi HÃ¼tter,Eintracht Frankfurt,3058679
232,5,1,Massimo Carrera,Spartak Moscow,3059812
306,11,1,Jan Olde Riekerink,SC Heerenveen,3061057
190,1,3,Stale Solbakken,FC Copenhagen,3063588
865,2,3,Jess Thorup,FC Midtjylland,3063599
1053,5,0,Morten Wieghorst,Aalborg BK,3063663
1053,6,0,Jacob Friis,Aalborg BK,3063725
190,1,6,Stale Solbakken,FC Copenhagen,3063728
5724,5,0,Thomas Thomasberg,Randers FC,3063738
190,1,1,Stale Solbakken,FC Copenhagen,3063752
294,1,2,Rui VitÃ³ria,SL Benfica,3069415
2420,6,1,LuÃ­s Castro,VitÃ³ria GuimarÃ£es SC,3069551
3349,18,1,Nuno Manta Santos,CD Feirense,3069567
2457,7,0,Silas,B SAD,3069579
1467,12,1,Bayram Bektas,GÃ¶ztepe,3069725
141,1,6,Fatih Terim,Galatasaray,3069732
11282,11,1,Mesut Bakkal,Alanyaspor,3069744
449,12,1,Ãœnal Karaman,Trabzonspor,3069753
19771,16,3,Cem Kavcak,Akhisarspor,3069757
589,6,0,BÃ¼lent Korkmaz,Antalyaspor,3069773
10484,4,1,Mustafa Denizli,Kasimpasa,3069797
2381,9,2,Hakan Keles,Sivasspor,3069836
3205,12,1,Hikmet Karaman,Kayserispor,3069889
20,14,0,Samet Aybaba,Bursaspor,3069902
126,9,2,Okan Buruk,Caykur Rizespor,3069993
11282,9,1,Sergen Yalcin,Alanyaspor,3069995
589,6,3,BÃ¼lent Korkmaz,Antalyaspor,3069998
141,1,2,Fatih Terim,Galatasaray,3070000
10484,13,1,Ilyas Ã–ztÃ¼rk,Kasimpasa,3070002
16239,12,0,Oleksandr Ryabokon,Desna Chernigiv,3074486
660,1,2,Paulo Fonseca,Shakhtar Donetsk,3075868
2553,4,2,Steve Clarke,Kilmarnock FC,3076124
338,2,1,Aleksandr Khatskevich,Dynamo Kyiv,3076651
234,3,4,Giovanni van Bronckhorst,Feyenoord Rotterdam,3077236
202,16,2,Danny Buijs,FC Groningen,3077242
385,10,0,RenÃ© Eijer,Fortuna Sittard,3077264
1269,15,1,John van 't Schip,PEC Zwolle,3077267
403,13,0,Adrie Koster,Willem II Tilburg,3077273
1268,11,2,Alfons Groenendijk,ADO Den Haag,3077289
1283,13,0,Dick Lukkien,FC Emmen,3077290
131,1,2,Ernesto Valverde,FC Barcelona,3079472
12321,6,1,Eusebio,Girona FC,3079477
366,14,2,Sergio,Real Valladolid CF,3079480
1533,13,1,JosÃ© Luis Mendilibar,SD Eibar,3079497
5358,20,2,Francisco RodrÃ­guez,SD Huesca,3079499
3709,7,1,Pepe BordalÃ¡s,Getafe CF,3079521
131,1,3,Ernesto Valverde,FC Barcelona,3079527
371,2,4,Brendan Rodgers,Celtic FC,3080247
2553,3,1,Steve Clarke,Kilmarnock FC,3080257
371,1,5,Brendan Rodgers,Celtic FC,3080265
2999,10,1,Martin Canning,Hamilton Academical FC,3080266
465,11,1,Oran Kearney,St. Mirren FC,3080288
1241,7,3,Gary Holt,Livingston FC,3080300
43,5,2,Craig Levein,Heart of Midlothian FC,3080315
43,6,1,Craig Levein,Heart of Midlothian FC,3080327
124,2,4,Steven Gerrard,Rangers FC,3080341
511,11,2,Jim McIntyre,Dundee FC,3080345
43,5,1,Craig Levein,Heart of Midlothian FC,3080358
124,2,4,Steven Gerrard,Rangers FC,3080364
511,12,0,Jim McIntyre,Dundee FC,3080392
