home_club_id,home_club_position,home_club_goals,home_club_manager_name,home_club_name,game_id
279,,2,Csaba MÃ¡tÃ©,,4148214
32768,,0,Darren Abdilla,,4148225
21011,,1,,,4156902
24192,,1,Flemming Larsen,,4157249
112615,,0,,,4173640
5051,,2,Sean McAuley,,4173719
3491,,5,Ally MacDonald,,4173740
21035,,2,Jonas HjortshÃ¶j,,4180936
2669,,1,Angelos Digozis,,4182907
14178,,1,Igor Kovalevich,,4148234
46173,,0,Charalampos Kazepidis,,4156982
12622,,1,Martin Engelbrecht,,4157250
5781,,1,Alexander Fischer,,4157259
91758,,1,,,4160980
501,,3,Kjetil Knutsen,,4162641
54375,,2,Giannis Sfakianakis,,4168262
9644,,0,Dawid Szwarga,,4172108
26154,,4,Max Christie,,4173741
38541,,0,,,4177085
64780,,0,Fede Bessone,,4129942
33783,,0,Viktors Morozs,,4132641
44455,,5,,,4137209
4644,,0,Cihat Arslan,,4137608
920,,2,Ruaidhri Higgins,,4137963
32129,,0,Oliver Spiteri,,4138009
3258,,0,Stephen Bradley,,4138048
540,,1,Vladimir Weiss,,4146772
1008,,1,Toni Korkeakunnas,,4146800
10301,,0,Eghishe Melikyan,,4148148
29831,,3,Gheorghe Hagi,,4148236
10481,,1,Milic Curcic,,4148237
20417,,0,Thomas HÃ¶egh,,4157242
5838,,0,Michael Pedersen,,4157257
17605,,3,Berry Smit,,4160190
713,,1,Kirill Alshevskiy,,4162634
1211,,2,Andy Crosby,,4164099
1020,,5,John Mousinho,,4164113
12048,,4,Beslan Adzhindzhal,,4166262
159,,2,Barak Bakhar,,4171323
1109,,0,Per-Mathias HÃ¸gmo,,4172155
3027,,2,Calum Elliot,,4173712
44482,,3,Stephen Swift,,4173723
28457,,8,Mick Kennedy,,4173734
3243,,1,Ildar Akhmetzyanov,,4181757
1218,,2,Gary Johnson,,3950353
3884,,3,Johnnie Jackson,,3958355
2814,,1,Neil Harris,,3958358
358,,2,Ben Garner,,3966860
988,,4,Karl Robinson,,3966863
899,,2,Michael Flynn,,3966867
1112,,4,Phil Parkinson,,3966868
2797,,0,Dennis Kutrieb,,3966870
12335,,2,Neal Ardley,,3950329
33741,,1,Akis Vavalis,,4098684
89408,,2,,,4104080
3569,,1,Stevan de Geijter,,4137214
8161,,0,Jeroen van Bezouwen,,4137230
2976,,0,Elyaniv Barda,,4148238
48728,,1,Vitaliy Shumskyi,,4148629
10804,,4,Eric Speelziek,,4160188
26144,,4,Kevin Haynes,,4160548
452,,3,Raphael Wicky,,4160971
5918,,2,Anders Nielsen,,4115644
48728,,1,Vitaliy Shumskyi,,4143028
710,,1,Albert Riera,,4148258
8671,,1,Migen Memelli,,4089263
20529,,2,Viktor Bulatov,,4126913
2432,,1,Rui Ferreira,,4132843
11125,,4,Igor Kolyvanov,,4146925
40090,,1,Marius Stankevicius,,4138029
10747,,1,Stefano Ceci,,4087202
3052,,8,Matt Gray,,4097139
10532,,2,Dan BrimsvÃ­k,,4132661
5084,,7,Jurgis Kalns,,4144707
76545,,1,Apostolis Bitsos,,4156978
63702,,6,Georgios Antonopoulos,,4156992
56922,,4,Dimitrios Magafinis,,4168264
101401,,2,Georgios Tsamopoulos,,4168266
37339,,0,,,4175309
12444,,1,Vyacheslav Lugovkin,,4181758
84313,,1,Kasper Larsen,,4104076
2454,,0,Danny Schofield,,3950347
3456,,2,,,3950348
2963,,2,Dino Maamria,,3950350
677,,4,Kieran McKenna,,3974030
337,,0,John Eustace,,4016893
1034,,5,Paul Hurst,,3950333
72265,,5,Evgeniy Bibik,,4126911
53645,,2,Oleg Rypan,,4131280
54797,,0,Oleg Morozov,,4146934
991,,6,Liam Manning,,3950334
21652,,1,Gary Horgan,,3950338
1035,,2,Darren Moore,,3950339
3716,,1,Graham Coughlan,,3966873
1098,,1,Dave Challinor,,3974046
11177,,1,Scott Brown,,4016895
17149,,0,Luciano Zauri,,4089206
3461,,2,Tiernan Lynch,,4089217
2804,,1,Dean Brennan,,3950358
38899,,0,Tommy Widdrington,,3966855
68037,,5,Aleksandr Eshkin,,4126932
48728,,6,Vitaliy Shumskyi,,4131277
34156,,2,,,4137227
21966,,4,Ruud van der Rijt,,4137235
1220,,2,Paul Simpson,,3950336
2796,,1,Darren Sarll,,3950359
22,,5,Paul Warne,,3958357
22672,,1,Andy Taylor,,3950330
687,,2,Erling Moe,,4146793
17149,,1,Luciano Zauri,,4148239
6547,,1,Mick Kennedy,,4017957
920,,1,Ruaidhri Higgins,,4089259
3371,,0,Wade Elliott,,4097115
2797,,2,Dennis Kutrieb,,3950335
9636,,0,Brian Schmetzer,,4018741
46887,,2,Armend Dallku,,4089242
5866,,0,Thomas Westh Hansen,,4157248
22220,,1,Grigoriy Babayan,,4162632
2984,,0,Dragan Djukanovic,,4181023
6168,,0,Pete Wild,,3950362
2049,,1,Orges Shehi,,4089238
3052,,0,Matt Gray,,3950332
986,,1,Mark Bonner,,3966859
164,,2,Jon Dahl Tomasson,,4013649
1,,2,RÃ¼diger Ziehl,,4088612
713,,2,Kirill Alshevskiy,,4089195
540,,1,Vladimir Weiss,,4089204
37914,,1,Vahe Gevorgyan,,4089220
10532,,0,Dan BrimsvÃ­k,,4089246
6066,,3,Stephen O'Donnell,,4089250
27114,,6,Edlir Tetova,,4089261
14178,,1,Igor Kovalevich,,4089280
3455,,1,David Horseman,,4097118
327,,1,Stjepan Tomas,,4093508
28854,,0,Morten Christensen,,4104069
82718,,2,Mikhail Pilipko,,4126908
54585,,4,Liviu Ciobotariu,,4138032
101808,,5,Petros Karaiskos,,4156985
9415,,3,Stathis Karamalikis,,4156988
1211,,2,Darrell Clarke,,3950352
9284,,0,Carlos Fangueiro,,4089191
602,,0,Vladimir Cheburin,,4089198
4040,,1,Zoran Zekic,,4089208
279,,0,Stanislav Cherchesov,,4089214
48325,,2,Tomislav Stipic,,4089235
4529,,2,Adrian Gula,,4089236
37989,,1,Zoran Tripkovic,,4089249
32129,,1,Oliver Spiteri,,4089253
282,,3,Mirza Varesanovic,,4089266
33783,,4,Viktors Morozs,,4089270
1189,,2,Jon Daly,,4089274
8606,,1,Simo Valakari,,4093496
16779,,2,Aleksandr Sednev,,4093500
3258,,0,Stephen Bradley,,4097824
29109,,1,Valeriy Kutsenko,,4131285
1839,,3,HallgrÃ­mur JÃ³nasson,,4132662
941,,3,Miroslav Koubek,,4162642
986,,4,Mark Bonner,,3958356
3884,,0,Johnnie Jackson,,3966857
1064,,2,Messay Dego,,4089193
5411,,0,Vesa Vasara,,4089260
5771,,1,Curro Torres,,4089269
23371,,0,Ivan Stojkovic,,4089275
105584,,1,Panagiotis Diakakis,,4156993
12065,,1,Aleksandr Gorbachev,,4126931
10532,,1,Dan BrimsvÃ­k,,4148252
3985,,3,Georgios Papakostoulis,,4175301
37125,,3,Konstantinos Kiassos,,4175310
99984,,0,Aleksey Sherstnev,,4126927
54924,,1,Evgeniy Perevertaylo,,4146924
512,12,0,Tony Pulis,Stoke City,2225451
512,12,1,Tony Pulis,Stoke City,2225561
383,4,3,Dick Advocaat,PSV Eindhoven,2250221
383,1,3,Dick Advocaat,PSV Eindhoven,2250311
383,2,1,Dick Advocaat,PSV Eindhoven,2250330
467,7,2,Alex Pastoor,NEC Nijmegen,2250346
383,1,2,Dick Advocaat,PSV Eindhoven,2250388
1025,15,0,Stefano Pioli,Bologna FC 1909,2251414
987,,1,Stuart McCall,Motherwell FC,2282404
512,10,2,Mark Hughes,Stoke City,2331997
512,14,2,Mark Hughes,Stoke City,2332064
987,3,3,Stuart McCall,Motherwell FC,2334927
1025,16,1,Davide Ballardini,Bologna FC 1909,2359486
383,1,2,Phillip Cocu,PSV Eindhoven,2459727
512,10,2,Mark Hughes,Stoke City,2486547
383,,1,Phillip Cocu,PSV Eindhoven,2492412
987,10,0,Kenny Black,Motherwell FC,2505040
512,17,2,Mark Hughes,Stoke City,2577970
383,3,3,Phillip Cocu,PSV Eindhoven,2589016
467,5,1,Ernest Faber,NEC Nijmegen,2589052
383,2,2,Phillip Cocu,PSV Eindhoven,2589156
987,9,1,Mark McGhee,Motherwell FC,2646178
512,13,0,Mark Hughes,Stoke City,2698144
383,,1,Phillip Cocu,PSV Eindhoven,2755696
512,18,0,Mark Hughes,Stoke City,2872332
512,17,2,Paul Lambert,Stoke City,2872352
383,1,2,Phillip Cocu,PSV Eindhoven,2877814
987,,3,Stephen Robinson,Motherwell FC,3018432
987,7,2,Stephen Robinson,Motherwell FC,3080353
987,7,3,Stephen Robinson,Motherwell FC,3080383
1025,,3,Filippo Inzaghi,Bologna FC 1909,3092284
383,1,2,Mark van Bommel,PSV Eindhoven,3141070
987,4,1,Stephen Robinson,Motherwell FC,3201773
383,3,2,Mark van Bommel,PSV Eindhoven,3216147
48332,6,0,Ruslan Kostyshyn,Kolos Kovalivka,3229067
1025,14,1,Miroslav Tanjga,Bologna FC 1909,3229267
1025,11,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3229428
48332,6,3,Ruslan Kostyshyn,Kolos Kovalivka,3330727
48332,7,1,Ruslan Kostyshyn,Kolos Kovalivka,3420943
48332,6,1,Ruslan Kostyshyn,Kolos Kovalivka,3420963
1025,12,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433537
467,12,2,Rogier Meijer,NEC Nijmegen,3580974
467,9,1,Rogier Meijer,NEC Nijmegen,3598059
987,6,0,Graham Alexander,Motherwell FC,3603073
1025,13,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614868
383,1,7,Ruud van Nistelrooy,PSV Eindhoven,3837237
1025,12,1,Thiago Motta,Bologna FC 1909,3844896
467,10,1,Rogier Meijer,NEC Nijmegen,3852666
383,,2,Ruud van Nistelrooy,PSV Eindhoven,3912538
467,,3,Rogier Meijer,NEC Nijmegen,3935090
48332,9,0,Yaroslav Vyshnyak,Kolos Kovalivka,4120643
987,2,0,Stuart McCall,Motherwell FC,2227463
987,3,3,Stuart McCall,Motherwell FC,2227582
467,8,1,Alex Pastoor,NEC Nijmegen,2250427
383,2,5,Dick Advocaat,PSV Eindhoven,2250450
1025,13,0,Stefano Pioli,Bologna FC 1909,2251626
512,,0,Tony Pulis,Stoke City,2287196
512,11,2,Mark Hughes,Stoke City,2332194
467,18,2,Anton Janssen,NEC Nijmegen,2342321
383,1,4,Phillip Cocu,PSV Eindhoven,2342327
467,17,3,Anton Janssen,NEC Nijmegen,2342413
383,7,2,Phillip Cocu,PSV Eindhoven,2342419
383,4,3,Phillip Cocu,PSV Eindhoven,2342530
1025,16,3,Stefano Pioli,Bologna FC 1909,2359245
1025,17,1,Stefano Pioli,Bologna FC 1909,2359366
512,11,1,Mark Hughes,Stoke City,2486528
512,13,0,Mark Hughes,Stoke City,2486636
512,11,1,Mark Hughes,Stoke City,2486666
987,10,2,Kenny Black,Motherwell FC,2505048
987,11,5,Ian Baraclough,Motherwell FC,2529653
467,5,0,Ernest Faber,NEC Nijmegen,2589075
383,1,2,Phillip Cocu,PSV Eindhoven,2589101
1025,18,3,Roberto Donadoni,Bologna FC 1909,2604074
987,7,2,Mark McGhee,Motherwell FC,2645545
512,14,1,Mark Hughes,Stoke City,2698358
987,8,0,Mark McGhee,Motherwell FC,2728488
512,13,2,Mark Hughes,Stoke City,2872262
383,1,0,Phillip Cocu,PSV Eindhoven,2888418
1025,9,1,Roberto Donadoni,Bologna FC 1909,2897159
1025,7,2,Roberto Donadoni,Bologna FC 1909,2897228
383,1,1,Mark van Bommel,PSV Eindhoven,3077232
383,1,3,Mark van Bommel,PSV Eindhoven,3077247
987,10,1,Stephen Robinson,Motherwell FC,3080244
987,9,0,Stephen Robinson,Motherwell FC,3080316
383,,1,Mark van Bommel,PSV Eindhoven,3098029
467,,2,Jack de Gier,NEC Nijmegen,3112794
383,1,3,Mark van Bommel,PSV Eindhoven,3131100
383,2,2,Mark van Bommel,PSV Eindhoven,3141172
383,2,4,Mark van Bommel,PSV Eindhoven,3216104
1025,14,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433247
383,2,1,Roger Schmidt,PSV Eindhoven,3450788
467,,1,Rogier Meijer,NEC Nijmegen,3509554
467,8,3,Rogier Meijer,NEC Nijmegen,3597873
987,9,2,Graham Alexander,Motherwell FC,3603058
987,8,0,Graham Alexander,Motherwell FC,3603237
1025,8,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614562
383,,2,Roger Schmidt,PSV Eindhoven,3690086
512,,2,Michael O'Neill,Stoke City,3729279
467,10,1,Rogier Meijer,NEC Nijmegen,3839699
1025,16,1,Thiago Motta,Bologna FC 1909,3844816
467,9,3,Rogier Meijer,NEC Nijmegen,3852704
987,8,1,Stevie Hammell,Motherwell FC,3890092
987,8,1,Stevie Hammell,Motherwell FC,3890098
512,14,0,Tony Pulis,Stoke City,2225512
467,,2,Alex Pastoor,NEC Nijmegen,2240552
383,3,5,Dick Advocaat,PSV Eindhoven,2250202
467,9,0,Alex Pastoor,NEC Nijmegen,2250251
383,2,4,Dick Advocaat,PSV Eindhoven,2250262
467,7,3,Alex Pastoor,NEC Nijmegen,2250270
1025,11,1,Stefano Pioli,Bologna FC 1909,2251581
987,,0,Stuart McCall,Motherwell FC,2254972
512,10,1,Mark Hughes,Stoke City,2332155
512,10,4,Mark Hughes,Stoke City,2332265
987,5,0,Stuart McCall,Motherwell FC,2334908
987,2,2,Stuart McCall,Motherwell FC,2334977
467,18,4,Anton Janssen,NEC Nijmegen,2342411
383,6,3,Phillip Cocu,PSV Eindhoven,2342436
1025,18,1,Davide Ballardini,Bologna FC 1909,2359565
512,,2,Mark Hughes,Stoke City,2387437
987,10,0,Ian Baraclough,Motherwell FC,2505070
987,10,1,Ian Baraclough,Motherwell FC,2505102
987,11,4,Ian Baraclough,Motherwell FC,2529640
383,5,3,Phillip Cocu,PSV Eindhoven,2588926
383,2,3,Phillip Cocu,PSV Eindhoven,2589037
383,1,1,Phillip Cocu,PSV Eindhoven,2589128
467,8,2,Ernest Faber,NEC Nijmegen,2589148
1025,14,0,Roberto Donadoni,Bologna FC 1909,2604339
987,5,2,Mark McGhee,Motherwell FC,2646310
48332,,1,Ruslan Kostyshyn,Kolos Kovalivka,2723365
1025,11,0,Roberto Donadoni,Bologna FC 1909,2726534
1025,15,0,Roberto Donadoni,Bologna FC 1909,2726574
1025,14,1,Roberto Donadoni,Bologna FC 1909,2726698
383,1,3,Phillip Cocu,PSV Eindhoven,2865081
512,16,0,Mark Hughes,Stoke City,2872254
383,1,3,Mark van Bommel,PSV Eindhoven,3061055
1025,18,0,Filippo Inzaghi,Bologna FC 1909,3081151
1025,10,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3081408
383,1,1,Mark van Bommel,PSV Eindhoven,3141118
987,5,3,Stephen Robinson,Motherwell FC,3201262
987,4,4,Stephen Robinson,Motherwell FC,3201328
1025,10,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3229337
987,10,0,Stephen Robinson,Motherwell FC,3393774
383,2,2,Roger Schmidt,PSV Eindhoven,3450790
987,7,1,Graham Alexander,Motherwell FC,3603218
1025,12,2,Thiago Motta,Bologna FC 1909,3844837
383,3,1,Ruud van Nistelrooy,PSV Eindhoven,3852648
48332,2,1,Yaroslav Vyshnyak,Kolos Kovalivka,3902080
467,10,1,Rogier Meijer,NEC Nijmegen,4097935
987,4,1,Stuart McCall,Motherwell FC,2227447
987,3,3,Stuart McCall,Motherwell FC,2227511
1025,18,1,Stefano Pioli,Bologna FC 1909,2251363
1025,15,3,Stefano Pioli,Bologna FC 1909,2251470
512,,4,Tony Pulis,Stoke City,2286397
987,2,2,Stuart McCall,Motherwell FC,2311708
512,12,1,Mark Hughes,Stoke City,2332101
467,18,1,Alex Pastoor,NEC Nijmegen,2342291
383,1,1,Phillip Cocu,PSV Eindhoven,2459680
987,11,1,Stuart McCall,Motherwell FC,2481065
512,13,2,Mark Hughes,Stoke City,2486565
987,,1,Kenny Black,Motherwell FC,2508696
987,11,0,Ian Baraclough,Motherwell FC,2530282
987,11,1,Ian Baraclough,Motherwell FC,2557601
512,11,2,Mark Hughes,Stoke City,2578086
512,11,0,Mark Hughes,Stoke City,2578129
512,9,2,Mark Hughes,Stoke City,2578151
467,7,1,Ernest Faber,NEC Nijmegen,2589121
1025,13,0,Roberto Donadoni,Bologna FC 1909,2604276
467,,4,Ernest Faber,NEC Nijmegen,2629046
987,10,3,Mark McGhee,Motherwell FC,2645526
987,8,3,Mark McGhee,Motherwell FC,2645550
1025,13,3,Roberto Donadoni,Bologna FC 1909,2726594
1025,10,2,Roberto Donadoni,Bologna FC 1909,2726681
512,16,0,Mark Hughes,Stoke City,2872172
1025,11,2,Roberto Donadoni,Bologna FC 1909,2897410
1025,11,0,Roberto Donadoni,Bologna FC 1909,2897458
987,7,2,Stephen Robinson,Motherwell FC,2986428
383,1,6,Mark van Bommel,PSV Eindhoven,3052145
1025,18,0,Filippo Inzaghi,Bologna FC 1909,3080923
383,2,3,Mark van Bommel,PSV Eindhoven,3141180
987,4,1,Stephen Robinson,Motherwell FC,3201274
383,3,3,Mark van Bommel,PSV Eindhoven,3216058
1025,10,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3229520
48332,7,1,Ruslan Kostyshyn,Kolos Kovalivka,3239016
48332,6,4,Ruslan Kostyshyn,Kolos Kovalivka,3264457
1025,13,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433315
1025,12,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433421
1025,12,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433558
383,2,1,Roger Schmidt,PSV Eindhoven,3450722
467,9,1,Rogier Meijer,NEC Nijmegen,3598084
48332,8,0,Ruslan Kostyshyn,Kolos Kovalivka,3602210
987,4,0,Graham Alexander,Motherwell FC,3603128
1025,9,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614519
1025,9,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614688
1025,12,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614818
383,4,5,Ruud van Nistelrooy,PSV Eindhoven,3852724
383,3,4,Ruud van Nistelrooy,PSV Eindhoven,3852751
987,5,0,,Motherwell FC,3890068
987,9,2,Stevie Hammell,Motherwell FC,3890128
987,9,1,Stevie Hammell,Motherwell FC,3890195
1025,16,0,Thiago Motta,Bologna FC 1909,4103472
512,13,1,Tony Pulis,Stoke City,2225463
987,5,0,Stuart McCall,Motherwell FC,2227452
987,9,0,Stuart McCall,Motherwell FC,2227477
467,10,0,Alex Pastoor,NEC Nijmegen,2250216
467,7,1,Alex Pastoor,NEC Nijmegen,2250366
1025,15,3,Stefano Pioli,Bologna FC 1909,2251383
1025,11,3,Stefano Pioli,Bologna FC 1909,2251514
1025,13,0,Stefano Pioli,Bologna FC 1909,2251610
512,10,0,Tony Pulis,Stoke City,2258984
383,,1,Dick Advocaat,PSV Eindhoven,2299197
512,14,0,Mark Hughes,Stoke City,2331985
512,10,1,Mark Hughes,Stoke City,2332304
383,1,3,Phillip Cocu,PSV Eindhoven,2342283
467,17,2,Anton Janssen,NEC Nijmegen,2342558
467,17,1,Anton Janssen,NEC Nijmegen,2342566
383,1,4,Phillip Cocu,PSV Eindhoven,2459711
383,1,2,Phillip Cocu,PSV Eindhoven,2459880
383,,0,Phillip Cocu,PSV Eindhoven,2492419
383,,0,Phillip Cocu,PSV Eindhoven,2517540
987,11,3,Ian Baraclough,Motherwell FC,2557604
512,18,2,Mark Hughes,Stoke City,2577964
512,11,1,Mark Hughes,Stoke City,2578072
467,7,1,Ernest Faber,NEC Nijmegen,2588979
1025,18,1,Delio Rossi,Bologna FC 1909,2604005
1025,9,0,Roberto Donadoni,Bologna FC 1909,2604228
467,12,1,Peter Hyballa,NEC Nijmegen,2700712
383,3,2,Phillip Cocu,PSV Eindhoven,2700782
467,12,0,Peter Hyballa,NEC Nijmegen,2700840
383,3,4,Phillip Cocu,PSV Eindhoven,2700844
1025,16,0,Roberto Donadoni,Bologna FC 1909,2726738
1025,15,3,Roberto Donadoni,Bologna FC 1909,2726830
987,9,4,Mark McGhee,Motherwell FC,2728555
987,10,1,Mark McGhee,Motherwell FC,2728618
383,,0,Phillip Cocu,PSV Eindhoven,2754184
987,9,3,Stephen Robinson,Motherwell FC,2847142
512,19,0,Paul Lambert,Stoke City,2872412
383,1,1,Phillip Cocu,PSV Eindhoven,2877325
1025,10,0,Roberto Donadoni,Bologna FC 1909,2897180
1025,11,1,Roberto Donadoni,Bologna FC 1909,2897249
1025,11,1,Roberto Donadoni,Bologna FC 1909,2897393
987,9,3,Stephen Robinson,Motherwell FC,3080340
987,8,0,Stephen Robinson,Motherwell FC,3080396
383,5,1,Ernest Faber,PSV Eindhoven,3216208
1025,12,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3229544
1025,13,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433336
987,4,2,Graham Alexander,Motherwell FC,3603122
987,5,4,Graham Alexander,Motherwell FC,3603241
1025,11,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614798
383,3,0,Ruud van Nistelrooy,PSV Eindhoven,3852625
987,3,1,Stevie Hammell,Motherwell FC,3890050
48332,7,1,Yaroslav Vyshnyak,Kolos Kovalivka,3947822
383,1,3,Peter Bosz,PSV Eindhoven,4097976
987,3,2,Stuart McCall,Motherwell FC,2227493
987,3,4,Stuart McCall,Motherwell FC,2227502
987,2,4,Stuart McCall,Motherwell FC,2227541
467,12,1,Alex Pastoor,NEC Nijmegen,2250231
1025,12,2,Stefano Pioli,Bologna FC 1909,2251562
512,13,3,Mark Hughes,Stoke City,2332025
512,16,0,Mark Hughes,Stoke City,2332110
512,13,1,Mark Hughes,Stoke City,2332178
467,17,1,Anton Janssen,NEC Nijmegen,2342444
987,3,3,Stuart McCall,Motherwell FC,2451917
383,1,2,Phillip Cocu,PSV Eindhoven,2459618
383,1,3,Phillip Cocu,PSV Eindhoven,2459796
987,10,1,Ian Baraclough,Motherwell FC,2505083
512,15,0,Mark Hughes,Stoke City,2577864
512,7,0,Mark Hughes,Stoke City,2578103
1025,18,0,Delio Rossi,Bologna FC 1909,2604065
1025,14,0,Roberto Donadoni,Bologna FC 1909,2604303
383,,0,Phillip Cocu,PSV Eindhoven,2645811
512,12,3,Mark Hughes,Stoke City,2698167
512,9,1,Mark Hughes,Stoke City,2698289
512,11,0,Mark Hughes,Stoke City,2698387
383,2,0,Phillip Cocu,PSV Eindhoven,2700658
1025,14,0,Roberto Donadoni,Bologna FC 1909,2726780
512,,0,Mark Hughes,Stoke City,2808923
512,13,2,Mark Hughes,Stoke City,2872182
1025,7,3,Roberto Donadoni,Bologna FC 1909,2897556
987,4,2,Stephen Robinson,Motherwell FC,2903787
987,6,1,Stephen Robinson,Motherwell FC,2903816
987,7,0,Stephen Robinson,Motherwell FC,2986465
383,1,6,Mark van Bommel,PSV Eindhoven,3061075
987,9,0,Stephen Robinson,Motherwell FC,3080225
1025,15,0,Filippo Inzaghi,Bologna FC 1909,3080903
1025,18,0,Filippo Inzaghi,Bologna FC 1909,3081234
987,3,0,Stephen Robinson,Motherwell FC,3201749
383,3,0,Mark van Bommel,PSV Eindhoven,3216126
48332,5,1,Ruslan Kostyshyn,Kolos Kovalivka,3226488
987,6,0,Stephen Robinson,Motherwell FC,3395479
48332,6,1,Ruslan Kostyshyn,Kolos Kovalivka,3420985
1025,11,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433504
383,2,2,Roger Schmidt,PSV Eindhoven,3450631
383,,5,Roger Schmidt,PSV Eindhoven,3584559
467,7,0,Rogier Meijer,NEC Nijmegen,3597809
383,1,5,Roger Schmidt,PSV Eindhoven,3597825
467,10,0,Rogier Meijer,NEC Nijmegen,3597970
48332,7,1,Ruslan Kostyshyn,Kolos Kovalivka,3602202
987,7,1,Graham Alexander,Motherwell FC,3603105
987,4,2,Graham Alexander,Motherwell FC,3603135
987,8,1,Graham Alexander,Motherwell FC,3603152
987,4,2,Graham Alexander,Motherwell FC,3603182
1025,6,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614505
1025,12,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614709
467,,0,Rogier Meijer,NEC Nijmegen,3736636
987,,2,Graham Alexander,Motherwell FC,3739473
383,3,0,Ruud van Nistelrooy,PSV Eindhoven,3852632
467,9,1,Rogier Meijer,NEC Nijmegen,3852634
467,11,0,Rogier Meijer,NEC Nijmegen,3852677
383,2,2,Ruud van Nistelrooy,PSV Eindhoven,3852787
383,,3,Ruud van Nistelrooy,PSV Eindhoven,3887500
987,8,3,Stuart Kettlewell,Motherwell FC,3890213
987,5,1,Stuart Kettlewell,Motherwell FC,4120886
512,11,0,Tony Pulis,Stoke City,2225724
512,16,0,Tony Pulis,Stoke City,2225765
987,,0,Stuart McCall,Motherwell FC,2246624
467,10,1,Alex Pastoor,NEC Nijmegen,2250193
383,2,3,Dick Advocaat,PSV Eindhoven,2250243
987,4,0,Stuart McCall,Motherwell FC,2334922
987,2,4,Stuart McCall,Motherwell FC,2334999
987,6,1,Stuart McCall,Motherwell FC,2345735
1025,19,1,Stefano Pioli,Bologna FC 1909,2359265
1025,17,0,Davide Ballardini,Bologna FC 1909,2359547
512,17,0,Mark Hughes,Stoke City,2460303
987,9,0,Stuart McCall,Motherwell FC,2481030
512,10,1,Mark Hughes,Stoke City,2486736
987,7,1,Ian Baraclough,Motherwell FC,2579911
383,2,0,Phillip Cocu,PSV Eindhoven,2589142
1025,17,2,Roberto Donadoni,Bologna FC 1909,2604095
383,,2,Phillip Cocu,PSV Eindhoven,2618629
383,,3,Phillip Cocu,PSV Eindhoven,2627505
512,11,3,Mark Hughes,Stoke City,2698399
467,15,0,Peter Hyballa,NEC Nijmegen,2700685
987,6,1,Mark McGhee,Motherwell FC,2707841
1025,7,1,Roberto Donadoni,Bologna FC 1909,2725472
1025,8,2,Roberto Donadoni,Bologna FC 1909,2726514
987,10,1,Stephen Robinson,Motherwell FC,2728643
1025,,4,Roberto Donadoni,Bologna FC 1909,2747356
467,,4,Peter Hyballa,NEC Nijmegen,2756540
383,5,3,Phillip Cocu,PSV Eindhoven,2864909
383,1,2,Phillip Cocu,PSV Eindhoven,2870884
1025,13,1,Roberto Donadoni,Bologna FC 1909,2897200
1025,12,1,Roberto Donadoni,Bologna FC 1909,2897320
467,11,3,Rogier Meijer,NEC Nijmegen,4093531
383,,4,Phillip Cocu,PSV Eindhoven,2950337
987,9,1,Stephen Robinson,Motherwell FC,3080292
987,9,0,Stephen Robinson,Motherwell FC,3080311
1025,16,1,Filippo Inzaghi,Bologna FC 1909,3081131
987,,1,Stephen Robinson,Motherwell FC,3127447
1025,,0,Filippo Inzaghi,Bologna FC 1909,3132934
987,3,1,Stephen Robinson,Motherwell FC,3201737
383,2,5,Mark van Bommel,PSV Eindhoven,3216075
383,5,3,Ernest Faber,PSV Eindhoven,3216220
1025,12,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3229227
987,9,2,Stephen Robinson,Motherwell FC,3393780
987,10,0,Stephen Robinson,Motherwell FC,3394825
48332,3,1,Ruslan Kostyshyn,Kolos Kovalivka,3420597
48332,7,1,Ruslan Kostyshyn,Kolos Kovalivka,3420916
1025,12,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433451
1025,12,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433518
383,2,4,Roger Schmidt,PSV Eindhoven,3580976
383,2,1,Roger Schmidt,PSV Eindhoven,3597933
383,2,3,Roger Schmidt,PSV Eindhoven,3597982
467,11,0,Rogier Meijer,NEC Nijmegen,3598049
