away_club_id,away_club_position,away_club_goals,away_club_manager_name,away_club_name,game_id
114,7,2,Sergen Yalcin,Besiktas JK,3223191
868,17,1,Mustafa Resit Akcay,MKE AnkaragÃ¼cÃ¼,3223250
114,5,5,Sergen Yalcin,Besiktas JK,3223264
868,18,1,Ibrahim ÃœzÃ¼lmez,MKE AnkaragÃ¼cÃ¼,3223269
2477,10,3,Oleksandr Chyzhevskyi,Karpaty Lviv (-2021),3226494
130,10,1,Roberto D'Aversa,Parma Calcio 1913,3229268
6574,15,0,Roberto De Zerbi,US Sassuolo,3229355
19,19,1,Diego LÃ³pez,Brescia Calcio,3229507
3057,1,4,Michel Preud'homme,Standard LiÃ¨ge,3237920
60949,10,0,Alberto Gallego,Volos NPS,3292290
720,,2,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3296896
418,,4,ZinÃ©dine Zidane,Real Madrid,3310291
667,17,0,Thierry Laurey,RC Strasbourg Alsace,3394730
3729,13,1,Sergey Podpaly,Arsenal Tula,3409252
15,,1,Peter Bosz,Bayer 04 Leverkusen,3412694
79,5,2,Pellegrino Matarazzo,VfB Stuttgart,3412940
10,14,1,Uwe Neuhaus,Arminia Bielefeld,3412959
79,8,2,Pellegrino Matarazzo,VfB Stuttgart,3413043
3057,9,1,Mbaye Leye,Standard LiÃ¨ge,3415408
601,13,2,Luka Elsner,KV Kortrijk,3415476
1237,16,1,Graham Potter,Brighton & Hove Albion,3421714
1237,17,0,Graham Potter,Brighton & Hove Albion,3421852
368,,1,Julen Lopetegui,Sevilla FC,3423860
7775,4,1,Ã–mer Erdogan,Hatayspor,3426863
868,21,1,Mustafa Dalci,MKE AnkaragÃ¼cÃ¼,3426911
868,20,1,Mustafa Dalci,MKE AnkaragÃ¼cÃ¼,3426971
114,1,3,Sergen Yalcin,Besiktas JK,3427164
148,7,1,JosÃ© Mourinho,Tottenham Hotspur,3429763
368,4,3,Julen Lopetegui,Sevilla FC,3431929
1075,3,2,Carlos Carvalhal,SC Braga,3432063
336,1,3,RÃºben Amorim,Sporting CP,3432162
1301,17,0,Julio VelÃ¡zquez,CS MarÃ­timo,3432200
7378,12,0,Paulo SÃ©rgio,Portimonense SC,3432229
6574,8,2,Roberto De Zerbi,US Sassuolo,3433533
4171,18,1,Filippo Inzaghi,Benevento Calcio,3433555
368,3,1,Julen Lopetegui,Sevilla FC,3441590
2414,12,0,Jonas Dal,AC Horsens,3447018
235,14,0,Fred Grim,RKC Waalwijk,3450682
200,6,0,RenÃ© Hake,FC Utrecht,3450803
1531,13,2,Jorge AlmirÃ³n,Elche CF,3450960
418,1,3,ZinÃ©dine Zidane,Real Madrid,3450971
368,6,1,Julen Lopetegui,Sevilla FC,3451033
418,2,3,ZinÃ©dine Zidane,Real Madrid,3451406
681,5,1,Imanol Alguacil,Real Sociedad,3451453
2778,8,1,Flemming Pedersen,FC Nordsjaelland,3457488
1075,,4,Carlos Carvalhal,SC Braga,3462352
2778,,0,Flemming Pedersen,FC Nordsjaelland,3468615
15,3,5,Gerardo Seoane,Bayer 04 Leverkusen,3588455
667,20,2,Julien StÃ©phan,RC Strasbourg Alsace,3588789
3911,12,2,Michel Der Zakarian,Stade Brestois 29,3589222
148,6,0,Nuno EspÃ­rito Santo,Tottenham Hotspur,3592050
1132,18,0,Sean Dyche,Burnley FC,3592165
200,4,1,RenÃ© Hake,FC Utrecht,3597902
200,7,1,Rick Kruys,FC Utrecht,3598068
172,1,3,Edward Still,RSC Charleroi,3598100
2715,15,0,Jordi Condom,RFC Seraing,3598111
601,10,0,Karim Belhocine,KV Kortrijk,3598164
2715,16,0,Jordi Condom,RFC Seraing,3598224
2715,15,3,Jordi Condom,RFC Seraing,3598229
172,6,0,Edward Still,RSC Charleroi,3598254
3057,11,2,Luka Elsner,Standard LiÃ¨ge,3598395
3729,13,0,Miodrag Bozovic,Arsenal Tula,3602476
367,7,2,Andoni Iraola,Rayo Vallecano,3605214
1531,16,2,Francisco RodrÃ­guez,Elche CF,3607621
368,2,0,Julen Lopetegui,Sevilla FC,3610326
2375,16,1,Mustafa Denizli,Altay SK,3612994
2375,18,0,Serkan Ã–zbalta,Altay SK,3613111
7775,8,2,Ã–mer Erdogan,Hatayspor,3613112
7775,10,0,Ã–mer Erdogan,Hatayspor,3613172
3522,13,2,Thiago Motta,Spezia Calcio,3614560
3522,17,0,Thiago Motta,Spezia Calcio,3614703
6574,12,2,Alessio Dionisi,US Sassuolo,3614781
749,14,1,Aurelio Andreazzoli,FC Empoli,3614908
1465,,2,Bruno Pinheiro,GD Estoril Praia,3616785
336,3,2,RÃºben Amorim,Sporting CP,3621427
1465,7,1,Bruno Pinheiro,GD Estoril Praia,3621543
720,1,1,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3621564
1075,4,1,Carlos Carvalhal,SC Braga,3621588
1301,7,1,Vasco Seabra,CS MarÃ­timo,3621623
1465,7,1,Bruno Pinheiro,GD Estoril Praia,3621644
418,,5,Carlo Ancelotti,Real Madrid,3651083
1091,4,1,Razvan Lucescu,PAOK Thessaloniki,3673455
681,,2,Imanol Alguacil,Real Sociedad,3714014
3522,17,1,Thiago Motta,Spezia Calcio,3719028
148,,0,Antonio Conte,Tottenham Hotspur,3758671
148,4,1,Antonio Conte,Tottenham Hotspur,3838009
415,12,1,Philippe Montanier,FC Toulouse,3840030
667,16,2,Mathieu Le Scornet,RC Strasbourg Alsace,3840143
667,15,2,FrÃ©dÃ©ric Antonetti,RC Strasbourg Alsace,3840285
667,15,1,FrÃ©dÃ©ric Antonetti,RC Strasbourg Alsace,3840448
3522,11,0,Luca Gotti,Spezia Calcio,3844811
172,7,0,Edward Still,RSC Charleroi,3851083
172,11,0,Felice MazzÃ¹,RSC Charleroi,3851217
475,13,0,Bernd Hollerbach,Sint-Truidense VV,3851232
601,14,1,Bernd Storck,KV Kortrijk,3851233
200,8,0,Michael Silberbauer,FC Utrecht,3852652
114,2,3,Senol GÃ¼nes,Besiktas JK,3860480
1075,5,3,Artur Jorge,SC Braga,3869057
1465,5,3,NÃ©lson VerÃ­ssimo,GD Estoril Praia,3869107
7378,12,0,Paulo SÃ©rgio,Portimonense SC,3869209
720,2,2,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3869226
1465,15,0,Ricardo Soares,GD Estoril Praia,3869229
720,3,1,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3869349
368,14,1,Jorge Sampaoli,Sevilla FC,3886321
367,7,1,Andoni Iraola,Rayo Vallecano,3886519
368,11,1,JosÃ© Luis Mendilibar,Sevilla FC,3886640
6992,15,2,Roman Grygorchuk,Chornomorets Odessa,3953970
7378,,0,Paulo SÃ©rgio,Portimonense SC,3962998
418,,3,Carlo Ancelotti,Real Madrid,3997414
336,,6,RÃºben Amorim,Sporting CP,4031395
6992,12,1,Roman Grygorchuk,Chornomorets Odessa,4056027
6992,10,3,Roman Grygorchuk,Chornomorets Odessa,4070627
11126,15,2,Dorinel Munteanu,Mordovia Saransk (-2020),2222744
2703,16,0,Valeriy Gazzaev,Spartak Vladikavkaz (-2020),2222790
2703,15,1,Valeriy Gazzaev,Spartak Vladikavkaz (-2020),2222801
6992,9,0,Roman Grygorchuk,Chornomorets Odessa,2222976
9007,11,3,Leonid Kuchuk,Arsenal Kyiv,2222981
9007,7,0,Leonid Kuchuk,Arsenal Kyiv,2223094
9007,13,1,Yuriy Bakalov,Arsenal Kyiv,2223104
2477,13,2,Yuriy Dyachuk-Stavytskyi,Karpaty Lviv (-2021),2223151
9007,9,3,Yuriy Bakalov,Arsenal Kyiv,2223165
415,4,4,Alain Casanova,FC Toulouse,2223906
415,8,0,Alain Casanova,FC Toulouse,2223958
415,12,0,Alain Casanova,FC Toulouse,2224102
2778,7,1,Kasper Hjulmand,FC Nordsjaelland,2224578
172,14,1,Yannick Ferrera,RSC Charleroi,2224772
172,14,0,Yannick Ferrera,RSC Charleroi,2224834
172,12,1,Luka Peruzovic,RSC Charleroi,2224933
1039,17,1,Mark Hughes,Queens Park Rangers,2225450
1039,20,0,Harry Redknapp,Queens Park Rangers,2225566
148,5,2,AndrÃ© Villas-Boas,Tottenham Hotspur,2225789
15,3,3,Sascha Lewandowski,Bayer 04 Leverkusen,2231384
79,9,1,Bruno Labbadia,VfB Stuttgart,2231525
1075,4,3,JosÃ© Peseiro,SC Braga,2240118
1301,9,1,Pedro Martins,CS MarÃ­timo,2240151
1301,5,4,Pedro Martins,CS MarÃ­timo,2240189
418,3,2,JosÃ© Mourinho,Real Madrid,2242915
418,3,3,JosÃ© Mourinho,Real Madrid,2243029
367,6,2,Paco JÃ©mez,Rayo Vallecano,2243085
3216,16,1,Nurullah Saglam,Mersin Talimyurdu SK,2243875
3216,17,1,Giray Bulak,Mersin Talimyurdu SK,2243989
114,2,3,Samet Aybaba,Besiktas JK,2244076
1039,20,1,Harry Redknapp,Queens Park Rangers,2250160
200,6,1,Jan Wouters,FC Utrecht,2250235
1091,7,0,Georgios Donis,PAOK Thessaloniki,2250489
862,13,1,Eugenio Corini,Chievo Verona,2251484
862,15,2,Eugenio Corini,Chievo Verona,2251535
1096,4,3,LÃ¡szlÃ³ BÃ¶lÃ¶ni,Royal Antwerp FC,2958627
1083,10,2,Valeriy Karpin,FK Rostov,2982779
511,9,2,Neil McCann,Dundee FC,2986454
58,3,0,Hein Vanhaezebrouck,RSC Anderlecht,2987596
3508,11,1,Francky Dury,SV Zulte Waregem,2987611
1184,5,1,Philippe Clement,KRC Genk,2987619
618,8,1,Jean-Louis Gasset,AS Saint-Ã‰tienne,3047449
995,16,3,Miguel Cardoso,FC Nantes,3047470
1160,11,1,Bernard Blaquart,NÃ®mes Olympique,3047600
4795,,1,Stefan Leitl,FC Ingolstadt 04,3048435
281,2,5,Pep Guardiola,Manchester City,3050220
873,15,1,Roy Hodgson,Crystal Palace,3050308
379,11,0,Manuel Pellegrini,West Ham United,3050348
31,1,1,JÃ¼rgen Klopp,Liverpool FC,3050367
762,15,0,Rafael BenÃ­tez,Newcastle United,3050405
180,15,1,Ralph HasenhÃ¼ttl,Southampton FC,3050486
86,5,1,Florian Kohfeldt,SV Werder Bremen,3058463
5724,13,1,Thomas Thomasberg,Randers FC,3063565
19657,3,0,Jens Berthel Askou,Vendsyssel FF,3063572
190,1,6,Stale Solbakken,FC Copenhagen,3063693
173,4,2,Jakob Michelsen,Odense Boldklub,3063751
294,1,2,Bruno Lage,SL Benfica,3069616
982,12,1,Costinha,CD Nacional,3069626
12321,9,0,Eusebio,Girona FC,3079503
150,9,1,Quique SetiÃ©n,Real Betis BalompiÃ©,3080858
1533,12,1,JosÃ© Luis Mendilibar,SD Eibar,3080878
416,12,1,Walter Mazzarri,Torino FC,3080987
5,3,2,Gennaro Gattuso,AC Milan,3081297
6195,2,3,Carlo Ancelotti,SSC Napoli,3081349
16239,5,2,Oleksandr Ryabokon,Desna Chernigiv,3082153
1390,,2,Rolando Maran,Cagliari Calcio,3092285
11,,1,Unai Emery,Arsenal FC,3098716
1184,,4,Philippe Clement,KRC Genk,3098724
2861,8,1,Gert Verheyen,KV Oostende,3099241
58,4,2,Hein Vanhaezebrouck,RSC Anderlecht,3099274
3508,16,1,Francky Dury,SV Zulte Waregem,3099276
265,9,0,Georgios Donis,Panathinaikos Athens,3113757
1010,,1,Javi Gracia,Watford FC,3156273
180,18,0,Ralph HasenhÃ¼ttl,Southampton FC,3194821
40,12,1,Paulo Sousa,FC Girondins Bordeaux,3199590
82,9,4,Oliver Glasner,VfL Wolfsburg,3203612
24,11,0,Adi HÃ¼tter,Eintracht Frankfurt,3203650
237,17,0,Vicente Moreno,RCD Mallorca,3208848
605,10,0,Savvas Pantelidis,Aris Thessaloniki,3209352
865,2,2,Kenneth Andersen,FC Midtjylland,3210307
979,14,0,VÃ­tor Campelos,Moreirense FC,3211498
2995,16,0,PÃªpa,FC PaÃ§os de Ferreira,3212618
2425,6,0,Carlos Carvalhal,Rio Ave FC,3212678
979,8,1,Ricardo Soares,Moreirense FC,3212683
1010,16,0,Nigel Pearson,Watford FC,3219158
379,17,0,David Moyes,West Ham United,3219159
631,4,1,Frank Lampard,Chelsea FC,3219276
405,17,2,Dean Smith,Aston Villa,3219287
833,11,2,Mehmet Ã–zdilek,Denizlispor,3223160
2832,9,0,Marius Sumudica,Gaziantep FK,3223198
6195,7,1,Gennaro Gattuso,SSC Napoli,3229514
1283,,2,Dick Lukkien,FC Emmen,3252869
354,5,2,Wouter Vrancken,KV Mechelen,3274388
2282,1,2,Philippe Clement,Club Brugge KV,3274419
3060,8,1,Savvas Pantelidis,Atromitos Athens,3290553
3060,,3,Savvas Pantelidis,Atromitos Athens,3292264
150,,4,Rubi,Real Betis BalompiÃ©,3307687
1082,2,3,Christophe Galtier,LOSC Lille,3394619
2969,20,1,David LinarÃ¨s,Dijon FCO,3394862
167,14,1,Markus Weinzierl,FC Augsburg,3412918
33,18,1,Christian Gross,FC Schalke 04,3413098
41274,6,0,HernÃ¡n Losada,Beerschot V.A.,3415396
2282,1,2,Philippe Clement,Club Brugge KV,3415451
157,10,1,Hein Vanhaezebrouck,KAA Gent,3415515
29228,17,1,Jorge SimÃ£o,Royal Excel Mouscron (-2022),3415521
762,12,1,Steve Bruce,Newcastle United,3421700
39722,9,2,Mehmet Ã–zdilek,Erzurumspor FK,3426659
2381,14,0,Riza Calimbay,Sivasspor,3426932
833,21,0,Ali Tandogan,Denizlispor,3427185
6646,8,2,Francesco Farioli,Fatih KaragÃ¼mrÃ¼k,3427197
931,18,0,Scott Parker,Fulham FC,3429683
1003,3,2,Brendan Rodgers,Leicester City,3429754
7179,15,0,Pako AyestarÃ¡n,CD Tondela,3432089
2457,11,2,Petit,B SAD,3432121
2423,8,1,Daniel Ramos,CD Santa Clara,3432164
4294,18,0,SÃ©rgio Vieira,SC Farense,3432185
252,18,2,Davide Ballardini,Genoa CFC,3433322
800,5,4,Gian Piero Gasperini,Atalanta BC,3433345
252,13,2,Davide Ballardini,Genoa CFC,3433459
4083,19,1,Serse Cosmi,FC Crotone,3433548
16795,6,0,Diego MartÃ­nez,Granada CF,3450996
940,20,2,Eduardo Coudet,Celta de Vigo,3451008
1050,5,1,Unai Emery,Villarreal CF,3451017
940,12,1,Eduardo Coudet,Celta de Vigo,3451412
678,3,2,David Nielsen,Aarhus GF,3457447
190,6,1,Jess Thorup,FC Copenhagen,3457448
1053,8,2,MartÃ­ Cifuentes,Aalborg BK,3457484
16704,,2,Murad Musaev,FK Krasnodar,3461757
3060,8,0,Damir Canadi,Atromitos Athens,3487184
294,,0,Jorge Jesus,SL Benfica,3494519
6418,13,0,Traianos Dellas,Panetolikos GFS,3507085
441,11,2,Georgios Paraschos,Apollon Smyrnis,3513604
441,10,0,Georgios Paraschos,Apollon Smyrnis,3513618
5817,12,1,Henrik Hansen,SÃ¶nderjyskE,3580328
1010,11,0,Xisco MuÃ±oz,Watford FC,3583521
1095,18,1,Laurent Batlles,ESTAC Troyes,3588823
1421,15,1,Ã“scar GarcÃ­a,Stade Reims,3589118
969,9,1,Olivier Dall'Oglio,Montpellier HSC,3589339
1095,16,1,Bruno Irles,ESTAC Troyes,3589380
162,8,0,Philippe Clement,AS Monaco,3589447
273,3,1,Bruno GÃ©nÃ©sio,Stade Rennais FC,3589542
1269,18,1,Art Langeler,PEC Zwolle,3597857
1090,5,2,Pascal Jansen,AZ Alkmaar,3598078
2861,6,0,Alexander Blessin,KV Oostende,3598148
1096,2,1,Brian Priske,Royal Antwerp FC,3598257
2727,9,0,Marc Brys,Oud-Heverlee Leuven,3598286
60551,4,3,Igor Jovicevic,SK Dnipro-1,3602183
49702,11,2,Aleksandr Kerzhakov,FC Pari Nizhniy Novgorod,3602620
1050,12,0,Unai Emery,Villarreal CF,3607578
621,9,1,Marcelino,Athletic Bilbao,3610298
131,3,4,Xavi,FC Barcelona,3610564
1050,7,5,Unai Emery,Villarreal CF,3611497
36,1,2,VÃ­tor Pereira,Fenerbahce,3612902
2381,14,1,Riza Calimbay,Sivasspor,3613158
141,12,1,DomÃ¨nec Torrent,Galatasaray,3613165
10484,11,4,Sami Ugurlu,Kasimpasa,3613204
276,11,2,Igor Tudor,Hellas Verona,3614527
5,2,2,Stefano Pioli,AC Milan,3614580
1390,19,2,Walter Mazzarri,Cagliari Calcio,3614665
1390,17,1,Walter Mazzarri,Cagliari Calcio,3614770
2503,9,1,JoÃ£o Pedro Sousa,Boavista FC,3621411
2423,18,2,Nuno Campos,CD Santa Clara,3621444
2457,18,1,Franclim Carvalho,B SAD,3621605
1005,,3,Marco Baroni,US Lecce,3637795
31,,5,JÃ¼rgen Klopp,Liverpool FC,3651064
605,3,1,Apostolos Mantzios,Aris Thessaloniki,3673504
1053,9,1,Lars Friis,Aalborg BK,3828413
865,4,4,Albert Capellas,FC Midtjylland,3828518
703,20,0,Steve Cooper,Nottingham Forest,3838053
989,14,3,Gary O'Neil,AFC Bournemouth,3838678
989,19,0,Gary O'Neil,AFC Bournemouth,3838773
33,16,0,Frank Kramer,FC Schalke 04,3839160
89,3,0,Urs Fischer,1.FC Union Berlin,3839232
244,4,1,Igor Tudor,Olympique Marseille,3839781
621,8,1,Ernesto Valverde,Athletic Bilbao,3844552
6195,1,2,Luciano Spalletti,SSC Napoli,3844968
410,10,1,Andrea Sottil,Udinese Calcio,3844988
46,5,3,Simone Inzaghi,Inter Milan,3845037
3508,18,3,Mbaye Leye,SV Zulte Waregem,3851141
58,9,2,Brian Riemer,RSC Anderlecht,3851211
1245,15,1,Bernd Storck,KAS Eupen,3851260
1096,3,1,Mark van Bommel,Royal Antwerp FC,3851342
2861,16,0,Dominik Thalhammer,KV Oostende,3851351
1090,5,1,Pascal Jansen,AZ Alkmaar,3852616
306,8,0,Kees van Wonderen,SC Heerenveen,3852694
924,16,1,Fatih Tekke,Istanbulspor,3860403
2293,8,3,Aleksandar Stanojevic,Konyaspor,3860440
2424,15,1,Ivo Vieira,Gil Vicente FC,3869133
2995,18,0,CÃ©sar Peixoto,FC PaÃ§os de Ferreira,3869177
2423,18,1,LuÃ­s Morgado,CD Santa Clara,3869241
12321,17,1,MÃ­chel,Girona FC,3886393
150,5,3,Manuel Pellegrini,Real Betis BalompiÃ©,3886533
621,7,2,Ernesto Valverde,Athletic Bilbao,3886632
131,1,1,Xavi,FC Barcelona,3886647
2672,13,1,Jasminko Velic,APO Levadiakos,3889039
265,1,5,Ivan Jovanovic,Panathinaikos Athens,3889052
2410,6,3,Leonid Slutski,CSKA Moscow,2222625
964,3,3,Luciano Spalletti,Zenit St. Petersburg,2222680
6994,16,0,Anatoliy Zayaev,Metalurg Zaporizhya (-2016),2223014
6996,15,0,Oleksandr Sevidov,Goverla Uzhgorod (- 2016),2223047
1095,19,1,Jean-Marc Furlan,ESTAC Troyes,2223879
1053,2,0,Kent Nielsen,Aalborg BK,2224600
5724,4,0,Colin Todd,Randers FC,2224686
1184,6,1,Mario Been,KRC Genk,2224918
2727,10,0,Ronny Van Geneugden,Oud-Heverlee Leuven,2224951
985,1,2,Sir Alex Ferguson,Manchester United,2225711
289,15,1,Martin O'Neill,Sunderland AFC,2225730
2282,1,1,Georges Leekens,Club Brugge KV,2229922
2288,2,5,Michael Laudrup,Swansea City,2230140
39,8,2,Thomas Tuchel,1.FSV Mainz 05,2231511
4750,14,4,SÃ©rgio ConceiÃ§Ã£o,SC Olhanense,2240051
2424,13,0,Paulo Alves,Gil Vicente FC,2240123
294,1,3,Jorge Jesus,SL Benfica,2240142
4750,13,1,Manuel Cajuda,SC Olhanense,2240170
982,10,0,Manuel Machado,CD Nacional,2240185
982,9,1,Manuel Machado,CD Nacional,2240211
982,9,3,Manuel Machado,CD Nacional,2240254
940,18,1,Paco Herrera,Celta de Vigo,2242827
897,16,1,JosÃ© Luis Oltra,Deportivo de La CoruÃ±a,2242843
1049,6,2,Ernesto Valverde,Valencia CF,2242956
3368,6,0,Juan Ignacio MartÃ­nez,Levante UD,2243040
820,11,1,Fuat Capa,Genclerbirligi Ankara,2243885
820,9,0,Fuat Capa,Genclerbirligi Ankara,2244042
20,4,1,Hikmet Karaman,Bursaspor,2244158
762,16,1,Alan Pardew,Newcastle United,2250161
202,11,1,Robert Maaskant,FC Groningen,2250287
1304,12,0,Peter Bosz,Heracles Almelo,2250472
506,1,2,Antonio Conte,Juventus FC,2251478
458,20,1,Alberto Malesani,Palermo FC,2251499
458,19,1,Gian Piero Gasperini,Palermo FC,2252312
1110,,4,David Wagner,Huddersfield Town,2994512
38,,5,Friedhelm Funkel,Fortuna DÃ¼sseldorf,3048418
800,,8,Gian Piero Gasperini,Atalanta BC,3076857
60551,,2,Dmytro Mykhaylenko,SK Dnipro-1,3077349
48726,,1,Andriy Kikot,Rukh Lviv,3077352
903,,0,Neil Lennon,Hibernian FC,3087326
4,,6,Michael KÃ¶llner,1.FC Nuremberg,3096443
583,,4,Thomas Tuchel,Paris Saint-Germain,3098047
23826,,3,Ralf Rangnick,RB Leipzig,3098703
683,,2,Pedro Martins,Olympiacos Piraeus,3098718
443,,2,Adolfo Sormani,Vejle Boldklub,3106428
2441,,4,Marinos Ouzounidis,AEK Athens,3108479
6676,,4,Georgios Paraschos,Asteras Tripolis,3108862
289,,2,Jack Ross,Sunderland AFC,3119676
678,,1,David Nielsen,Aarhus GF,3121498
379,,2,Manuel Pellegrini,West Ham United,3147871
641,,0,Tony Pulis,Middlesbrough FC,3151382
6195,,1,Carlo Ancelotti,SSC Napoli,3160732
370,,1,Derek McInnes,Aberdeen FC,3222983
416,,1,Walter Mazzarri,Torino FC,3233034
2420,,0,Ivo Vieira,VitÃ³ria GuimarÃ£es SC,3244614
131,,2,Ernesto Valverde,FC Barcelona,3252197
1090,,5,Arne Slot,AZ Alkmaar,3252508
18,,1,Marco Rose,Borussia MÃ¶nchengladbach,3252528
21957,,2,Giannis Tatsis,AO Platanias,3261788
3426,,2,Lars Olsen,Esbjerg fB,3266297
1244,,4,Javier Aguirre,CD LeganÃ©s,3294618
714,,2,Abelardo,RCD Espanyol Barcelona,3294626
762,,1,Steve Bruce,Newcastle United,3300766
41,,1,Daniel Thioune,Hamburger SV,3404451
80,,3,Thomas Reis,VfL Bochum,3422874
2696,,4,Igor Osinjkin,Krylya Sovetov Samara,3434873
1421,,1,David Guion,Stade Reims,3451609
234,,0,Dick Advocaat,Feyenoord Rotterdam,3462277
443,,6,Constantin Galca,Vejle Boldklub,3468612
3709,,2,Pepe BordalÃ¡s,Getafe CF,3487485
331,,6,Jagoba Arrasate,CA Osasuna,3487490
350,,3,Chris Wilder,Sheffield United,3491229
533,,3,Sebastian HoeneÃŸ,TSG 1899 Hoffenheim,3496479
2687,,5,Ãlvaro Cervera,CÃ¡diz CF,3497871
543,,1,Nuno EspÃ­rito Santo,Wolverhampton Wanderers,3508006
11,,4,Mikel Arteta,Arsenal FC,3538209
370,,1,Paul Sheerin,Aberdeen FC,3539329
2441,,1,Vladan Milojevic,AEK Athens,3616399
903,,2,Jack Ross,Hibernian FC,3616613
83678,,3,Oleksandr Kucher,Metalist Kharkiv,3639115
124,,0,Steven Gerrard,Rangers FC,3645039
10690,,0,Viktor Skrypnyk,Zorya Lugansk,3645062
370,,0,Stephen Glass,Aberdeen FC,3645108
443,,2,Peter SÃ¶rensen,Vejle Boldklub,3646203
28095,,0,Aleksey Stukalov,FK Ufa,3646615
60,,5,Christian Streich,SC Freiburg,3651881
33,,0,Dimitrios Grammozis,FC Schalke 04,3651883
1894,,3,Per Frandsen,Hvidovre IF,3656060
6418,,2,Giannis Anastasiou,Panetolikos GFS,3677117
2999,,0,Stuart Taylor,Hamilton Academical FC,3682481
379,,2,David Moyes,West Ham United,3683210
306,,2,Johnny Jansen,SC Heerenveen,3683449
468,,2,Henk Fraser,Sparta Rotterdam,3683450
714,,2,Vicente Moreno,RCD Espanyol Barcelona,3707316
13,,5,Diego Simeone,AtlÃ©tico de Madrid,3716578
714,,4,Vicente Moreno,RCD Espanyol Barcelona,3716592
4,,2,Robert KlauÃŸ,1.FC Nuremberg,3825589
417,,0,Lucien Favre,OGC Nice,3901616
273,,2,Bruno GÃ©nÃ©sio,Stade Rennais FC,3912558
472,,1,Francisco Javier GarcÃ­a Pimienta,UD Las Palmas,3949593
897,,0,Ã“scar Cano,Deportivo de La CoruÃ±a,3949602
993,,0,GermÃ¡n Crespo,CÃ³rdoba CF,3949605
1053,,2,Erik HamrÃ©n,Aalborg BK,3950393
3329,,0,JoÃ£o Pedro Sousa,FC FamalicÃ£o,3963040
12321,,1,MÃ­chel,Girona FC,3964637
16795,,0,Paco LÃ³pez,Granada CF,3964650
39,,4,Thomas Tuchel,1.FSV Mainz 05,2221761
2783,,4,Volodymyr Pyatenko,Metalurg Donetsk (- 2015),2244356
306,,0,Marco van Basten,SC Heerenveen,2246652
42,,3,Mirko Slomka,Hannover 96,2247088
976,,1,Predrag Jokanovic,CF UniÃ£o Madeira (-2021),2247454
58,,1,John van den Brom,RSC Anderlecht,2254392
398,,2,Vladimir Petkovic,SS Lazio,2254965
2410,,1,Leonid Slutski,CSKA Moscow,2254988
2413,,1,Ryan Lowe,,2949858
991,,4,Robbie Neilson,,2949861
3698,,0,Rod Stringer,,2949867
12658,,5,Paul Cox,,2958594
2796,,2,Anthony Limbrick,,2982304
1220,,0,Keith Curle,,2988376
24832,,1,Sigfridur Clementsen,,3052471
1918,,1,Mirel Josa,,3052571
42246,,0,Juanjo Gallardo,,3052580
2573,,2,Slobodan Krcmarevic,,3053053
5091,,3,Michael Hemmingsen,,3055438
13467,,0,Patrick Grettnich,,3055709
272,,1,Rikard Norling,,3055712
675,,1,Zlatomir Zagorcic,,3055734
46643,,1,Lilian Popescu,,3055737
540,,4,Martin Sevela,,3055746
10217,,4,Geir Bakke,,3055754
21934,,0,Milos Kostic,,3055762
33432,,4,Dennis van Toor,,3066430
11125,,2,Denis Boyarintsev,,3072952
11135,,4,Mikhail Belov,,3074376
24349,,0,Gianluca Procopio,,3076557
10734,,1,Scott Ruscoe,,3076562
3070,,0,Nikola Rakojevic,,3076779
197,,0,Pavel Hapal,,3076829
163,,0,Roland Vrabec,,3076836
10695,,1,Sergey Tashuev,,3077001
16242,,0,,,3077332
53629,,3,Andriy Donets,,3077335
8322,,0,Francesco Modesto,,3077533
14888,,3,Ivan Maraia,,3077535
27349,,1,Vincenzo Manzo,,3077550
12045,,0,Evgeni Perevertaylo,,3077869
47880,,1,Manolo GonzÃ¡lez,,3084079
159,,2,Vladan Milojevic,,3086936
22220,,0,Roman Grygorchuk,,3086950
2784,,2,Bruno Baltazar,,3087303
2976,,1,Barak Bakhar,,3087304
119,,0,Vladimir Ivic,,3087307
12444,,4,Vasiliy Rozhnov,,3089717
11122,,3,Igor Belyaev,,3089877
22810,,3,Arsen Papikyan,,3089882
31614,,1,Paulo Autuori,,3093569
44455,,4,Hans van Arum,,3094383
31614,,0,Paulo Autuori,,3098706
22220,,1,Stanimir Stoilov,,3098727
10217,,1,Geir Bakke,,3098737
2156,,2,Andoni Iraola,,3098755
260,,1,Ludovic Magnin,,3098792
23616,,2,Mark Cowie,,3118722
3884,,1,Neal Ardley,,3119668
3052,,8,Paul Doswell,,3124967
1181,,0,Terry McPhillips,,3126559
3371,,1,Michael Duff,,3126570
3026,,3,Jonatan Johansson,,3127438
33438,,1,Georgios Lyronis,,3178957
429,,2,Sofronios Avgousti,,3205078
163,,0,Mario Frick,,3205101
43162,,2,Aleksandrs Starkovs,,3205111
7087,,0,Jan Haspra,,3205112
709,,1,Giuseppe Sannino,,3205117
10301,,2,Aleksandr Tarkhanov,,3205131
6335,,2,Darren Abdilla,,3211513
3070,,1,Nikola Rakojevic,,3211519
853,,1,Emilio Ferrera,,3211527
10734,,1,Scott Ruscoe,,3211528
