game_id,competition_id,season,round,date,aggregate,competition_type
2222627,RU1,2012,5. Matchday,20/08/12,0:02,domestic_league
2222658,RU1,2012,10. Matchday,30/09/12,0:02,domestic_league
2222664,RU1,2012,8. Matchday,15/09/12,1:00,domestic_league
2222683,RU1,2012,12. Matchday,22/10/12,0:01,domestic_league
2222685,RU1,2012,19. Matchday,10/12/12,0:01,domestic_league
2222734,RU1,2012,19. Matchday,07/12/12,2:03,domestic_league
2222735,RU1,2012,18. Matchday,02/12/12,2:00,domestic_league
2222739,RU1,2012,22. Matchday,31/03/13,4:00,domestic_league
2222775,RU1,2012,28. Matchday,12/05/13,1:00,domestic_league
2222802,RU1,2012,25. Matchday,21/04/13,3:03,domestic_league
2222816,RU1,2012,27. Matchday,05/05/13,2:00,domestic_league
2222958,UKR1,2012,1. Matchday,14/07/12,2:00,domestic_league
2222988,UKR1,2012,5. Matchday,12/08/12,4:01,domestic_league
2223015,UKR1,2012,8. Matchday,31/08/12,2:01,domestic_league
2223018,UKR1,2012,13. Matchday,27/10/12,1:01,domestic_league
2223025,UKR1,2012,9. Matchday,15/09/12,4:00,domestic_league
2223041,UKR1,2012,11. Matchday,06/10/12,0:03,domestic_league
2223051,UKR1,2012,12. Matchday,21/10/12,5:00,domestic_league
2223060,UKR1,2012,17. Matchday,26/11/12,3:00,domestic_league
2223083,UKR1,2012,14. Matchday,03/11/12,2:00,domestic_league
2223096,UKR1,2012,14. Matchday,03/11/12,2:00,domestic_league
2223111,UKR1,2012,21. Matchday,16/03/13,4:03,domestic_league
2223132,UKR1,2012,25. Matchday,20/04/13,2:01,domestic_league
2223137,UKR1,2012,24. Matchday,14/04/13,2:00,domestic_league
2223157,UKR1,2012,23. Matchday,07/04/13,0:02,domestic_league
2223162,UKR1,2012,30. Matchday,26/05/13,3:00,domestic_league
2223182,UKR1,2012,27. Matchday,04/05/13,0:04,domestic_league
2223859,FR1,2012,8. Matchday,06/10/12,2:00,domestic_league
2223876,FR1,2012,5. Matchday,16/09/12,0:01,domestic_league
2223890,FR1,2012,4. Matchday,02/09/12,1:02,domestic_league
2223894,FR1,2012,18. Matchday,16/12/12,1:00,domestic_league
2223902,FR1,2012,9. Matchday,20/10/12,2:01,domestic_league
2223905,FR1,2012,9. Matchday,19/10/12,1:01,domestic_league
2223921,FR1,2012,10. Matchday,28/10/12,3:01,domestic_league
2223922,FR1,2012,10. Matchday,27/10/12,1:01,domestic_league
2223924,FR1,2012,10. Matchday,27/10/12,3:01,domestic_league
2223940,FR1,2012,13. Matchday,17/11/12,2:02,domestic_league
2223981,FR1,2012,17. Matchday,12/12/12,2:00,domestic_league
2223994,FR1,2012,19. Matchday,22/12/12,4:02,domestic_league
2223996,FR1,2012,20. Matchday,13/01/13,3:01,domestic_league
2224022,FR1,2012,21. Matchday,18/01/13,0:00,domestic_league
2224115,FR1,2012,37. Matchday,18/05/13,1:02,domestic_league
2224124,FR1,2012,36. Matchday,11/05/13,3:02,domestic_league
2224129,FR1,2012,35. Matchday,03/05/13,0:00,domestic_league
2224143,FR1,2012,33. Matchday,21/04/13,0:01,domestic_league
2224147,FR1,2012,34. Matchday,27/04/13,2:01,domestic_league
2224158,FR1,2012,33. Matchday,21/04/13,2:02,domestic_league
2224159,FR1,2012,32. Matchday,13/04/13,4:02,domestic_league
2224160,FR1,2012,32. Matchday,13/04/13,0:01,domestic_league
2224180,FR1,2012,37. Matchday,19/05/13,1:01,domestic_league
2224545,DK1,2012,8. Matchday,02/09/12,2:02,domestic_league
2224572,DK1,2012,3. Matchday,28/07/12,1:02,domestic_league
2224602,DK1,2012,15. Matchday,02/11/12,1:00,domestic_league
2224628,DK1,2012,22. Matchday,08/03/13,2:00,domestic_league
2224655,DK1,2012,22. Matchday,10/03/13,0:03,domestic_league
2224659,DK1,2012,16. Matchday,11/11/12,4:00,domestic_league
2224709,DK1,2012,25. Matchday,01/04/13,3:02,domestic_league
2224716,DK1,2012,26. Matchday,07/04/13,1:01,domestic_league
2224718,DK1,2012,27. Matchday,12/04/13,3:01,domestic_league
2224727,DK1,2012,33. Matchday,20/05/13,3:02,domestic_league
2224729,DK1,2012,1. Matchday,15/07/12,0:01,domestic_league
2224732,DK1,2012,1. Matchday,14/07/12,6:01,domestic_league
2224833,BE1,2012,14. Matchday,03/11/12,1:02,domestic_league
2224878,BE1,2012,27. Matchday,16/02/13,1:01,domestic_league
2224892,BE1,2012,19. Matchday,08/12/12,2:01,domestic_league
2224902,BE1,2012,24. Matchday,26/01/13,0:02,domestic_league
2225446,GB1,2012,2. Matchday,25/08/12,0:02,domestic_league
2225468,GB1,2012,4. Matchday,15/09/12,3:00,domestic_league
2225471,GB1,2012,4. Matchday,15/09/12,2:00,domestic_league
2225473,GB1,2012,3. Matchday,01/09/12,3:00,domestic_league
2225478,GB1,2012,5. Matchday,22/09/12,1:00,domestic_league
2225487,GB1,2012,7. Matchday,07/10/12,2:02,domestic_league
2225502,GB1,2012,8. Matchday,21/10/12,1:01,domestic_league
2225524,GB1,2012,11. Matchday,11/11/12,1:01,domestic_league
2225540,GB1,2012,10. Matchday,03/11/12,0:00,domestic_league
2225555,GB1,2012,14. Matchday,27/11/12,1:00,domestic_league
2225736,GB1,2012,29. Matchday,17/04/13,0:03,domestic_league
2225754,GB1,2012,33. Matchday,13/04/13,0:00,domestic_league
2225764,GB1,2012,32. Matchday,06/04/13,2:02,domestic_league
2225784,GB1,2012,35. Matchday,28/04/13,1:01,domestic_league
2225787,GB1,2012,35. Matchday,27/04/13,2:01,domestic_league
2227459,SC1,2012,10. Matchday,20/10/12,2:01,domestic_league
2227462,SC1,2012,6. Matchday,15/09/12,2:01,domestic_league
2227478,SC1,2012,11. Matchday,27/10/12,0:02,domestic_league
2227510,SC1,2012,19. Matchday,22/12/12,2:00,domestic_league
2227522,SC1,2012,16. Matchday,28/11/12,0:04,domestic_league
2227532,SC1,2012,15. Matchday,24/11/12,1:02,domestic_league
2227545,SC1,2012,29. Matchday,27/02/13,2:02,domestic_league
2227553,SC1,2012,27. Matchday,16/02/13,1:00,domestic_league
2227586,SC1,2012,23. Matchday,19/01/13,1:04,domestic_league
2229845,FR1,2012,2. Matchday,19/08/12,1:00,domestic_league
2229914,BE1,2012,1. Matchday,28/07/12,5:02,domestic_league
2231476,L1,2012,10. Matchday,02/11/12,1:01,domestic_league
2231479,L1,2012,12. Matchday,17/11/12,1:01,domestic_league
2231513,L1,2012,8. Matchday,20/10/12,0:02,domestic_league
2231518,L1,2012,17. Matchday,16/12/12,1:01,domestic_league
2231534,L1,2012,22. Matchday,16/02/13,1:00,domestic_league
2231594,L1,2012,29. Matchday,12/04/13,3:01,domestic_league
2231642,L1,2012,28. Matchday,06/04/13,0:01,domestic_league
2231652,L1,2012,28. Matchday,06/04/13,1:00,domestic_league
2231667,L1,2012,34. Matchday,18/05/13,1:02,domestic_league
2231669,L1,2012,33. Matchday,11/05/13,1:02,domestic_league
2240053,PO1,2012,6. Matchday,06/10/12,2:01,domestic_league
2240084,PO1,2012,9. Matchday,11/11/12,0:01,domestic_league
2240090,PO1,2012,11. Matchday,09/12/12,1:02,domestic_league
2240196,PO1,2012,25. Matchday,07/04/13,2:01,domestic_league
2242831,ES1,2012,2. Matchday,25/08/12,1:02,domestic_league
2242855,ES1,2012,8. Matchday,20/10/12,4:05,domestic_league
2242866,ES1,2012,8. Matchday,21/10/12,1:02,domestic_league
2242885,ES1,2012,3. Matchday,01/09/12,1:01,domestic_league
2242969,ES1,2012,37. Matchday,26/05/13,1:00,domestic_league
2243065,ES1,2012,17. Matchday,20/12/12,2:00,domestic_league
2243087,ES1,2012,21. Matchday,26/01/13,2:01,domestic_league
2243111,ES1,2012,23. Matchday,10/02/13,0:04,domestic_league
2243117,ES1,2012,23. Matchday,09/02/13,1:01,domestic_league
2243121,ES1,2012,24. Matchday,17/02/13,2:00,domestic_league
2243156,ES1,2012,28. Matchday,16/03/13,1:00,domestic_league
2243196,ES1,2012,31. Matchday,13/04/13,1:00,domestic_league
2243772,TR1,2012,1. Matchday,19/08/12,0:01,domestic_league
2243902,TR1,2012,7. Matchday,05/10/12,0:01,domestic_league
2243906,TR1,2012,7. Matchday,06/10/12,0:02,domestic_league
2243917,TR1,2012,8. Matchday,20/10/12,4:02,domestic_league
2243932,TR1,2012,10. Matchday,02/11/12,1:03,domestic_league
2243939,TR1,2012,10. Matchday,04/11/12,1:02,domestic_league
2243977,TR1,2012,16. Matchday,15/12/12,0:00,domestic_league
2243987,TR1,2012,16. Matchday,17/12/12,1:00,domestic_league
2243992,TR1,2012,15. Matchday,08/12/12,0:02,domestic_league
2244012,TR1,2012,15. Matchday,08/12/12,2:02,domestic_league
2244020,TR1,2012,15. Matchday,08/12/12,1:00,domestic_league
2244043,TR1,2012,33. Matchday,13/05/13,2:01,domestic_league
2244078,TR1,2012,22. Matchday,17/02/13,0:03,domestic_league
2244111,TR1,2012,26. Matchday,15/03/13,3:02,domestic_league
2244122,TR1,2012,25. Matchday,09/03/13,0:00,domestic_league
2244139,TR1,2012,30. Matchday,21/04/13,1:01,domestic_league
2244147,TR1,2012,29. Matchday,12/04/13,1:00,domestic_league
2244381,ES1,2012,1. Matchday,20/08/12,0:01,domestic_league
2250053,GB1,2012,15. Matchday,01/12/12,3:01,domestic_league
2250170,NL1,2012,1. Matchday,11/08/12,1:01,domestic_league
2250173,NL1,2012,1. Matchday,12/08/12,4:01,domestic_league
2250218,NL1,2012,6. Matchday,23/09/12,1:00,domestic_league
2250238,NL1,2012,8. Matchday,07/10/12,2:02,domestic_league
2250297,NL1,2012,15. Matchday,01/12/12,3:01,domestic_league
2250328,NL1,2012,18. Matchday,23/12/12,2:01,domestic_league
2250397,NL1,2012,26. Matchday,09/03/13,1:00,domestic_league
2250402,NL1,2012,27. Matchday,15/03/13,3:02,domestic_league
2250477,GR1,2012,1. Matchday,25/08/12,0:01,domestic_league
2250488,GR1,2012,2. Matchday,01/09/12,2:00,domestic_league
2251356,IT1,2012,10. Matchday,01/11/12,0:01,domestic_league
2251368,IT1,2012,11. Matchday,04/11/12,1:01,domestic_league
2251398,IT1,2012,14. Matchday,24/11/12,3:01,domestic_league
2251410,IT1,2012,15. Matchday,02/12/12,5:01,domestic_league
2251417,IT1,2012,16. Matchday,09/12/12,0:01,domestic_league
2251429,IT1,2012,17. Matchday,16/12/12,4:01,domestic_league
2251439,IT1,2012,18. Matchday,22/12/12,4:02,domestic_league
2251488,IT1,2012,24. Matchday,09/02/13,1:01,domestic_league
2251510,IT1,2012,26. Matchday,24/02/13,2:03,domestic_league
2251513,IT1,2012,27. Matchday,03/03/13,0:02,domestic_league
2251540,IT1,2012,29. Matchday,17/03/13,2:00,domestic_league
2251559,IT1,2012,31. Matchday,07/04/13,1:03,domestic_league
2251936,SC1,2012,3. Matchday,19/08/12,3:00,domestic_league
2252314,IT1,2012,19. Matchday,06/01/13,0:02,domestic_league
2252318,IT1,2012,19. Matchday,06/01/13,3:00,domestic_league
2258943,GB1,2012,18. Matchday,22/12/12,2:01,domestic_league
2258957,GB1,2012,20. Matchday,29/12/12,0:03,domestic_league
2258987,GB1,2012,23. Matchday,19/01/13,5:00,domestic_league
2258990,GB1,2012,23. Matchday,21/01/13,0:00,domestic_league
2258998,GB1,2012,24. Matchday,30/01/13,2:02,domestic_league
2259003,GB1,2012,24. Matchday,30/01/13,2:01,domestic_league
2262154,CL,2012,Group D,18/09/12,1:00,international_cup
2262190,CL,2012,Group B,24/10/12,1:02,international_cup
2262441,EL,2012,Group A,25/10/12,1:00,international_cup
2267569,GR1,2012,7. Matchday,21/10/12,0:00,domestic_league
2269535,CDR,2012,4th round 1st leg,30/10/12,0:03,domestic_cup
2269539,CDR,2012,4th round 1st leg,01/11/12,1:00,domestic_cup
2269560,CDR,2012,4th round 2nd leg,29/11/12,2:01,domestic_cup
2270890,GR1,2012,9. Matchday,04/11/12,1:00,domestic_league
2271010,NLP,2012,Round of 16,19/12/12,2:03,domestic_cup
2271098,POCP,2012,intermediate stage 2nd leg,31/10/12,5:02,domestic_cup
2282401,SFA,2012,4th round deciders,11/12/12,2:01,domestic_cup
2282712,CDR,2012,last 16 1st leg,12/12/12,0:02,domestic_cup
2284471,EL,2012,intermediate stage 1st leg,14/02/13,3:00,international_cup
2284475,EL,2012,intermediate stage 1st leg,14/02/13,1:01,international_cup
2284884,GR1,2012,16. Matchday,05/01/13,1:01,domestic_league
2284894,GR1,2012,17. Matchday,13/01/13,0:00,domestic_league
2289025,EL,2012,intermediate stage 2nd leg,21/02/13,0:01,international_cup
2289248,GR1,2012,21. Matchday,09/02/13,0:00,domestic_league
2289262,GR1,2012,22. Matchday,17/02/13,1:00,domestic_league
2289281,GR1,2012,25. Matchday,09/03/13,1:00,domestic_league
2289291,GR1,2012,26. Matchday,17/03/13,0:02,domestic_league
2289326,GR1,2012,30. Matchday,21/04/13,2:01,domestic_league
2293175,EL,2012,last 16 2nd leg,14/03/13,2:00,international_cup
2301897,CL,2012,Quarter-Finals 1st leg,03/04/13,0:00,international_cup
2301914,EL,2012,Quarter-Finals 2nd leg,11/04/13,1:01,international_cup
2311700,SC1,2012,36. Matchday,05/05/13,1:01,domestic_league
2321027,L1,2013,1. Matchday,11/08/13,3:03,domestic_league
2321033,L1,2013,1. Matchday,10/08/13,0:01,domestic_league
2321044,L1,2013,2. Matchday,18/08/13,2:01,domestic_league
2321060,L1,2013,3. Matchday,25/08/13,0:02,domestic_league
2321072,L1,2013,5. Matchday,14/09/13,6:02,domestic_league
2321079,L1,2013,5. Matchday,15/09/13,1:01,domestic_league
2321086,L1,2013,6. Matchday,21/09/13,1:01,domestic_league
2321152,L1,2013,11. Matchday,02/11/13,0:02,domestic_league
2321205,L1,2013,17. Matchday,21/12/13,2:03,domestic_league
2321217,L1,2013,19. Matchday,02/02/14,5:00,domestic_league
2321233,L1,2013,20. Matchday,08/02/14,0:03,domestic_league
2321294,L1,2013,27. Matchday,25/03/14,3:01,domestic_league
2321307,L1,2013,29. Matchday,05/04/14,2:01,domestic_league
2321330,L1,2013,31. Matchday,19/04/14,0:00,domestic_league
2321335,L1,2013,32. Matchday,27/04/14,0:01,domestic_league
2323730,RU1,2013,1. Matchday,14/07/13,2:02,domestic_league
2323731,RU1,2013,1. Matchday,17/07/13,1:02,domestic_league
2329722,BE1,2013,11. Matchday,19/10/13,0:03,domestic_league
2329782,BE1,2013,18. Matchday,07/12/13,1:01,domestic_league
2329799,BE1,2013,23. Matchday,26/01/14,2:00,domestic_league
2330874,FR1,2013,8. Matchday,28/09/13,2:02,domestic_league
2330880,FR1,2013,10. Matchday,19/10/13,1:02,domestic_league
2330916,FR1,2013,15. Matchday,30/11/13,0:01,domestic_league
2330968,FR1,2013,16. Matchday,04/12/13,3:01,domestic_league
2330980,FR1,2013,19. Matchday,21/12/13,4:01,domestic_league
2331006,FR1,2013,22. Matchday,25/01/14,1:01,domestic_league
2331018,FR1,2013,21. Matchday,18/01/14,0:00,domestic_league
2331034,FR1,2013,24. Matchday,08/02/14,3:01,domestic_league
2331082,FR1,2013,28. Matchday,08/03/14,0:01,domestic_league
2331094,FR1,2013,28. Matchday,07/03/14,0:01,domestic_league
2331101,FR1,2013,28. Matchday,09/03/14,1:02,domestic_league
2331107,FR1,2013,31. Matchday,29/03/14,1:01,domestic_league
2331110,FR1,2013,31. Matchday,28/03/14,0:01,domestic_league
2331123,FR1,2013,34. Matchday,20/04/14,2:06,domestic_league
2331135,FR1,2013,32. Matchday,06/04/14,1:02,domestic_league
2331162,FR1,2013,36. Matchday,07/05/14,1:01,domestic_league
2331988,GB1,2013,19. Matchday,28/12/13,3:03,domestic_league
2332000,GB1,2013,5. Matchday,22/09/13,0:02,domestic_league
2332021,GB1,2013,17. Matchday,21/12/13,1:01,domestic_league
2332041,GB1,2013,14. Matchday,04/12/13,2:03,domestic_league
2332050,GB1,2013,14. Matchday,04/12/13,3:04,domestic_league
2332053,GB1,2013,13. Matchday,30/11/13,3:00,domestic_league
2332074,GB1,2013,13. Matchday,30/11/13,1:00,domestic_league
2332184,GB1,2013,29. Matchday,25/03/14,0:03,domestic_league
2332188,GB1,2013,23. Matchday,28/01/14,2:02,domestic_league
2332222,GB1,2013,26. Matchday,12/02/14,0:00,domestic_league
2332223,GB1,2013,26. Matchday,11/02/14,1:01,domestic_league
2332234,GB1,2013,23. Matchday,29/01/14,4:03,domestic_league
2332235,GB1,2013,23. Matchday,28/01/14,1:00,domestic_league
2332259,GB1,2013,37. Matchday,03/05/14,2:03,domestic_league
2332288,GB1,2013,35. Matchday,19/04/14,0:00,domestic_league
2332298,GB1,2013,33. Matchday,05/04/14,4:01,domestic_league
2334909,SC1,2013,15. Matchday,07/12/13,0:00,domestic_league
2334939,SC1,2013,9. Matchday,05/10/13,0:02,domestic_league
2334948,SC1,2013,12. Matchday,02/11/13,0:02,domestic_league
2334986,SC1,2013,19. Matchday,29/12/13,1:01,domestic_league
2334996,SC1,2013,21. Matchday,05/01/14,2:02,domestic_league
2335021,SC1,2013,31. Matchday,25/03/14,1:01,domestic_league
2335072,RU1,2013,3. Matchday,27/07/13,1:04,domestic_league
2335158,RU1,2013,13. Matchday,20/10/13,0:01,domestic_league
2335181,RU1,2013,18. Matchday,02/12/13,0:00,domestic_league
2335202,RU1,2013,19. Matchday,08/12/13,0:01,domestic_league
2335209,RU1,2013,20. Matchday,09/03/14,4:02,domestic_league
2335225,RU1,2013,26. Matchday,20/04/14,2:01,domestic_league
2335226,RU1,2013,26. Matchday,19/04/14,2:01,domestic_league
2335237,RU1,2013,25. Matchday,13/04/14,0:00,domestic_league
2335245,RU1,2013,24. Matchday,06/04/14,4:00,domestic_league
2335248,RU1,2013,25. Matchday,12/04/14,3:00,domestic_league
2335264,RU1,2013,21. Matchday,16/03/14,3:01,domestic_league
2335276,RU1,2013,28. Matchday,02/05/14,1:03,domestic_league
2335284,RU1,2013,27. Matchday,26/04/14,2:00,domestic_league
2335291,RU1,2013,27. Matchday,26/04/14,1:03,domestic_league
2335296,RU1,2013,30. Matchday,15/05/14,0:01,domestic_league
2335657,UKR1,2013,5. Matchday,10/08/13,4:00,domestic_league
2335661,UKR1,2013,4. Matchday,03/08/13,2:02,domestic_league
2335662,UKR1,2013,4. Matchday,03/08/13,1:00,domestic_league
2335681,UKR1,2013,10. Matchday,22/09/13,2:03,domestic_league
2335714,UKR1,2013,8. Matchday,30/08/13,3:01,domestic_league
2335726,UKR1,2013,12. Matchday,06/10/13,9:01,domestic_league
2335761,UKR1,2013,18. Matchday,29/11/13,4:01,domestic_league
2335766,UKR1,2013,16. Matchday,08/11/13,3:01,domestic_league
2335773,UKR1,2013,28. Matchday,03/05/14,0:01,domestic_league
2335778,UKR1,2013,28. Matchday,04/05/14,0:01,domestic_league
2335782,UKR1,2013,26. Matchday,20/04/14,0:03,domestic_league
2335794,UKR1,2013,21. Matchday,16/03/14,0:03,domestic_league
2335805,UKR1,2013,24. Matchday,06/04/14,4:02,domestic_league
2335817,UKR1,2013,22. Matchday,07/05/14,0:02,domestic_league
2335835,UKR1,2013,23. Matchday,30/03/14,2:04,domestic_league
2340228,PO1,2013,7. Matchday,05/10/13,2:00,domestic_league
2340276,PO1,2013,5. Matchday,21/09/13,1:01,domestic_league
2340284,PO1,2013,15. Matchday,12/01/14,2:01,domestic_league
2340365,PO1,2013,30. Matchday,10/05/14,3:01,domestic_league
2340384,PO1,2013,29. Matchday,04/05/14,1:01,domestic_league
2340421,PO1,2013,17. Matchday,03/02/14,1:02,domestic_league
2341044,ES1,2013,19. Matchday,12/01/14,1:00,domestic_league
2341079,ES1,2013,4. Matchday,16/09/13,3:02,domestic_league
2341106,ES1,2013,27. Matchday,08/03/14,0:02,domestic_league
2341110,ES1,2013,26. Matchday,01/03/14,2:00,domestic_league
2341112,ES1,2013,27. Matchday,10/03/14,0:02,domestic_league
2341123,ES1,2013,25. Matchday,23/02/14,2:01,domestic_league
2341134,ES1,2013,10. Matchday,26/10/13,0:05,domestic_league
2341144,ES1,2013,9. Matchday,21/10/13,0:01,domestic_league
2341200,ES1,2013,18. Matchday,04/01/14,2:00,domestic_league
2341227,ES1,2013,14. Matchday,23/11/13,7:00,domestic_league
2341237,ES1,2013,15. Matchday,29/11/13,1:01,domestic_league
2341319,ES1,2013,28. Matchday,17/03/14,1:01,domestic_league
2341332,ES1,2013,33. Matchday,12/04/14,1:00,domestic_league
2342346,NL1,2013,10. Matchday,19/10/13,2:03,domestic_league
2342374,NL1,2013,13. Matchday,09/11/13,3:00,domestic_league
2342394,NL1,2013,17. Matchday,15/12/13,2:00,domestic_league
2342439,NL1,2013,22. Matchday,04/02/14,0:02,domestic_league
2342460,NL1,2013,20. Matchday,25/01/14,3:02,domestic_league
2342472,NL1,2013,30. Matchday,30/03/14,0:00,domestic_league
2342483,NL1,2013,29. Matchday,22/03/14,3:01,domestic_league
2342484,NL1,2013,30. Matchday,30/03/14,1:01,domestic_league
2342495,NL1,2013,27. Matchday,08/03/14,4:00,domestic_league
2342552,NL1,2013,34. Matchday,03/05/14,3:01,domestic_league
2342556,NL1,2013,34. Matchday,03/05/14,1:01,domestic_league
2342576,NL1,2013,1. Matchday,04/08/13,3:01,domestic_league
2345732,SC1,2013,1. Matchday,04/08/13,1:00,domestic_league
2345736,SC1,2013,2. Matchday,11/08/13,0:00,domestic_league
2346082,TR1,2013,9. Matchday,27/10/13,0:01,domestic_league
2346086,TR1,2013,9. Matchday,25/10/13,2:00,domestic_league
2346094,TR1,2013,10. Matchday,03/11/13,0:00,domestic_league
2346098,TR1,2013,11. Matchday,09/11/13,3:00,domestic_league
2346109,TR1,2013,12. Matchday,23/11/13,1:01,domestic_league
2346125,TR1,2013,14. Matchday,08/12/13,2:01,domestic_league
2346137,TR1,2013,15. Matchday,16/12/13,2:02,domestic_league
2346146,TR1,2013,16. Matchday,22/12/13,0:00,domestic_league
2346171,TR1,2013,18. Matchday,25/01/14,3:01,domestic_league
2346184,TR1,2013,20. Matchday,07/02/14,1:03,domestic_league
2346196,TR1,2013,21. Matchday,17/02/14,2:02,domestic_league
2346220,TR1,2013,24. Matchday,09/03/14,2:01,domestic_league
2346239,TR1,2013,25. Matchday,16/03/14,1:00,domestic_league
2346258,TR1,2013,26. Matchday,23/03/14,1:01,domestic_league
2346325,TR1,2013,28. Matchday,06/04/14,3:00,domestic_league
2346337,TR1,2013,29. Matchday,12/04/14,1:01,domestic_league
2346351,TR1,2013,30. Matchday,21/04/14,0:00,domestic_league
2351889,GR1,2013,1. Matchday,18/08/13,2:02,domestic_league
2351910,GR1,2013,5. Matchday,21/09/13,2:00,domestic_league
2351917,GR1,2013,3. Matchday,02/09/13,0:00,domestic_league
2351928,GR1,2013,4. Matchday,14/09/13,4:00,domestic_league
2351969,GR1,2013,12. Matchday,24/11/13,0:01,domestic_league
2353758,FR1,2013,1. Matchday,10/08/13,4:00,domestic_league
2359306,IT1,2013,11. Matchday,03/11/13,2:01,domestic_league
2359334,IT1,2013,13. Matchday,24/11/13,1:00,domestic_league
2359352,IT1,2013,15. Matchday,08/12/13,2:00,domestic_league
2359381,IT1,2013,18. Matchday,06/01/14,3:00,domestic_league
2359425,IT1,2013,23. Matchday,08/02/14,2:00,domestic_league
2359460,IT1,2013,26. Matchday,02/03/14,0:01,domestic_league
2359471,IT1,2013,27. Matchday,08/03/14,1:00,domestic_league
2359498,IT1,2013,30. Matchday,26/03/14,2:00,domestic_league
2359504,IT1,2013,30. Matchday,27/03/14,0:00,domestic_league
2359532,IT1,2013,33. Matchday,14/04/14,0:02,domestic_league
2359539,IT1,2013,34. Matchday,19/04/14,3:00,domestic_league
2360139,POCP,2013,Group B,01/08/13,2:01,domestic_cup
2367096,CL,2013,Group F,18/09/13,2:01,international_cup
2367198,EL,2013,group J,03/10/13,3:03,international_cup
2367237,EL,2013,Group E,03/10/13,1:02,international_cup
2367648,UKRP,2013,Third Round,25/09/13,1:02,domestic_cup
2367650,UKRP,2013,Third Round,25/09/13,0:03,domestic_cup
2368442,CL,2013,Group B,23/10/13,3:01,international_cup
2368466,CL,2013,Group H,26/11/13,0:03,international_cup
2368481,CL,2013,Group C,10/12/13,3:01,international_cup
2368487,CL,2013,Group F,11/12/13,1:02,international_cup
2368762,CDR,2013,Third Round Replay,16/10/13,4:02,domestic_cup
2369976,POCP,2013,intermediate stage 2nd leg,30/10/13,4:03,domestic_cup
2371144,RU1,2013,12. Matchday,04/10/13,0:02,domestic_league
2382254,CDR,2013,4th round 2nd leg,17/12/13,1:01,domestic_cup
2382266,CDR,2013,4th round 2nd leg,19/12/13,4:00,domestic_cup
2384520,CL,2013,Group B,11/12/13,1:00,international_cup
2385041,CL,2013,last 16 1st leg,26/02/14,1:01,international_cup
2421870,CDR,2013,Quarter-Finals 2nd leg,29/01/14,5:01,domestic_cup
2422830,GR1,2013,21. Matchday,25/01/14,1:00,domestic_league
2423328,CIT,2013,Semi-Finals 1st Leg,05/02/14,3:02,domestic_cup
2423714,GR1,2013,22. Matchday,01/02/14,1:01,domestic_league
2423718,GR1,2013,22. Matchday,02/02/14,2:03,domestic_league
2423908,FAC,2013,Fifth Round,15/02/14,2:00,domestic_cup
2423919,GR1,2013,23. Matchday,05/02/14,0:03,domestic_league
2428055,GR1,2013,26. Matchday,23/02/14,0:01,domestic_league
2428286,GRP,2013,Quarter-Finals 1st leg,29/01/14,0:00,domestic_cup
2437594,EL,2013,last 16 1st leg,13/03/14,1:00,international_cup
2446127,RU1,2013,20. Matchday,10/03/14,5:01,domestic_league
2446415,FAC,2013,Semi-Finals,13/04/14,5:03,domestic_cup
2449818,GR1,2013,31. Matchday,26/03/14,0:02,domestic_league
2450854,GR1,2013,32. Matchday,29/03/14,0:00,domestic_league
2452013,NL1,2013,33. Matchday,27/04/14,1:01,domestic_league
2452114,GR1,2013,34. Matchday,13/04/14,0:00,domestic_league
2453103,UKR1,2013,29. Matchday,11/05/14,0:02,domestic_league
2453109,UKR1,2013,30. Matchday,17/05/14,3:00,domestic_league
2453110,UKR1,2013,30. Matchday,18/05/14,2:00,domestic_league
2458586,GBCS,2014,Final,10/08/14,3:00,other
2459587,NL1,2014,1. Matchday,09/08/14,1:02,domestic_league
2459599,NL1,2014,2. Matchday,16/08/14,2:02,domestic_league
2459609,NL1,2014,3. Matchday,24/08/14,2:01,domestic_league
2459665,NL1,2014,9. Matchday,19/10/14,3:02,domestic_league
2459667,NL1,2014,10. Matchday,24/10/14,2:00,domestic_league
2459671,NL1,2014,10. Matchday,26/10/14,0:01,domestic_league
2459673,NL1,2014,10. Matchday,25/10/14,2:02,domestic_league
2459675,NL1,2014,10. Matchday,26/10/14,2:01,domestic_league
2459703,NL1,2014,14. Matchday,28/11/14,0:04,domestic_league
2459707,NL1,2014,14. Matchday,29/11/14,0:02,domestic_league
2459717,NL1,2014,15. Matchday,07/12/14,3:01,domestic_league
2459731,NL1,2014,17. Matchday,20/12/14,2:01,domestic_league
2459737,NL1,2014,17. Matchday,21/12/14,0:02,domestic_league
2459739,NL1,2014,18. Matchday,16/01/15,2:00,domestic_league
2459759,NL1,2014,20. Matchday,30/01/15,0:00,domestic_league
2459789,NL1,2014,23. Matchday,15/02/15,2:01,domestic_league
2459807,NL1,2014,25. Matchday,01/03/15,3:00,domestic_league
2459814,NL1,2014,26. Matchday,07/03/15,0:01,domestic_league
2459816,NL1,2014,26. Matchday,08/03/15,2:00,domestic_league
2459820,NL1,2014,27. Matchday,13/03/15,3:01,domestic_league
2459836,NL1,2014,28. Matchday,22/03/15,2:02,domestic_league
2459860,NL1,2014,31. Matchday,18/04/15,1:04,domestic_league
2459866,NL1,2014,32. Matchday,25/04/15,1:01,domestic_league
2459872,NL1,2014,32. Matchday,26/04/15,1:01,domestic_league
